Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,635,635.000,1720,11434,14100,15849,17791,22930,27276,66492,67448
1,757,757.000,1591,10706,12995,13205,15839,18344,20977,25561,30481
2,717,717.000,1231,10913,13430,13886,15950,18575,21217,46666,53886
3,757,757.000,1301,10881,12931,13161,15483,18113,19714,23352,26855
4,741,741.000,1787,10819,13210,14800,15542,17988,19753,34949,1017667
5,583,583.000,1518,12122,14761,15596,18085,22498,25475,34923,42294
6,750,750.000,1018,10711,13240,13206,15870,17723,19199,21063,26874
7,721,721.000,1359,10875,13450,13886,15859,18025,20319,37688,47556
8,698,698.000,1625,11619,13815,14248,16882,19250,21227,33365,38173
9,793,793.000,877,10132,12480,12616,14949,17067,18408,25711,36352
10,801,801.000,988,10505,12391,12473,14830,16766,18120,20153,22044
11,801,801.000,1278,10224,12494,12471,14696,16833,18008,19842,20803
12,613,613.000,1153,12546,16008,16381,20263,23982,25829,31741,37201
13,593,593.000,2904,13920,16458,16770,19347,22161,24668,36650,41536
14,656,656.000,2051,12481,14984,15202,17872,20343,22153,28914,30130
15,693,693.000,1169,11721,14329,14534,16872,19272,21984,34626,39802
16,721,721.000,1238,11330,13693,13718,16257,18214,19508,21294,25438
17,734,734.000,1651,11441,13839,13729,16179,18309,19884,22865,24650
18,733,733.000,1727,11192,13407,13580,15844,18011,19153,22030,27040
19,739,739.000,819,11102,13425,13475,15815,18274,19648,22882,28307
20,747,747.000,1445,10812,13573,13381,15813,17930,19365,22679,25065
21,754,754.000,1071,10981,13332,13212,15539,17710,18733,20871,24708
22,776,776.000,1861,10865,12826,12925,15179,16957,18243,20820,30346
23,740,740.000,1975,11013,13410,13460,15687,17535,18997,32411,40746
24,759,759.000,788,10732,13079,13193,15373,17566,19029,21398,25123
25,781,781.000,1240,10670,12770,12774,15148,16912,17688,20318,25282
26,762,762.000,1937,10610,12769,13066,15480,17884,18953,22062,29954
27,778,778.000,976,10684,12908,12903,15179,17018,18252,20399,41783
28,781,781.000,1845,10506,12797,12780,15223,17131,18144,20137,22300
29,696,696.000,1745,11678,13925,14353,16319,18758,20925,50096,55129
30,753,753.000,1349,11137,13117,13252,15463,17676,18726,22604,32021
31,790,790.000,854,10463,12752,12677,15026,16660,17603,20723,31567
32,781,781.000,1420,10470,12977,12799,15314,17272,18452,20257,23109
33,766,766.000,1513,10573,12754,12972,15353,17384,19164,24999,27671
34,572,572.000,2514,15320,17394,17580,20345,23031,24666,29109,32450
35,654,654.000,2320,12851,15551,15266,17772,19733,22046,24181,25812
36,652,652.000,1964,12837,14988,15261,17466,19534,21156,44433,50968
37,724,724.000,1134,11528,13780,13824,16238,18761,20414,22141,23495
38,691,691.000,1579,11645,13857,14450,16624,19400,20713,34336,41105
39,752,752.000,962,10710,13104,13283,15665,18350,20647,23637,32653
40,833,833.000,1769,9717,11769,11992,14071,16120,17630,21349,24574
41,796,796.000,943,9889,12428,12582,14867,17396,19115,23023,27833
42,798,798.000,1006,10131,12452,12508,14647,16684,18465,21155,26275
43,771,771.000,892,10216,12980,12892,15613,18343,19998,23705,29283
44,759,759.000,815,10767,13239,13254,16199,18443,20071,25530,34448
