Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,721.400,14.125,1.231,10.911,13.229,15.973,18.988,21.620,34.379,1017.667,0.071
5,709.000,13.811,0.877,10.914,13.398,16.159,18.697,20.873,33.336,47.556,0.072
10,692.800,14.417,0.988,11.345,14.128,17.023,20.279,22.450,28.728,41.536,0.069
15,724.000,13.799,0.819,11.299,13.777,16.201,18.359,19.899,23.633,39.802,0.072
20,755.200,13.232,0.788,10.897,13.267,15.535,17.577,18.800,21.814,40.746,0.076
25,759.600,13.150,0.976,10.735,12.996,15.455,17.447,18.656,22.289,55.129,0.076
30,732.400,13.649,0.854,10.971,13.519,16.150,18.489,20.555,25.704,32.450,0.073
35,694.600,14.373,0.962,11.705,14.240,16.879,19.284,20.737,26.269,50.968,0.070
40,791.400,12.633,0.815,10.071,12.514,15.100,17.468,19.155,23.023,34.448,0.079
45,753.000,13.251,0.881,10.164,13.044,16.017,18.920,21.292,31.392,41.115,0.075
50,550.000,18.169,0.924,13.354,17.678,22.561,27.342,30.734,40.236,46.196,0.055
55,740.200,13.500,0.877,10.510,13.233,16.045,19.031,20.891,25.224,1011.464,0.074
60,718.200,13.951,0.855,10.576,13.544,16.987,20.915,23.529,29.089,58.459,0.072
65,621.400,16.028,0.862,12.343,15.655,19.112,22.781,24.874,30.582,1011.107,0.062
70,776.600,12.865,0.903,10.459,12.995,15.690,18.218,19.738,23.084,29.848,0.078
75,689.600,14.497,0.871,10.722,13.954,18.104,22.313,24.399,29.478,44.548,0.069
80,689.400,14.487,1.011,11.640,14.497,17.400,20.725,22.684,28.554,39.272,0.069
85,782.800,12.766,0.920,10.131,12.900,15.462,18.206,19.938,23.494,30.796,0.078
90,649.800,15.384,0.872,10.672,14.613,19.467,24.646,27.776,34.044,58.418,0.065
95,691.400,14.456,0.793,11.250,14.156,17.028,19.853,21.897,29.622,1003.706,0.069
100,777.200,12.853,0.820,10.007,12.825,15.460,18.528,20.959,25.696,38.172,0.078
105,556.400,17.946,0.948,13.067,17.622,22.451,26.919,30.315,37.049,49.151,0.056
110,751.000,13.325,0.846,10.697,13.383,16.160,19.075,20.821,25.417,32.922,0.075
115,770.000,12.909,1.231,9.854,12.531,15.570,19.131,21.205,25.484,54.589,0.077
