Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,514.600,19.398,8.948,16.996,17.380,18.538,25.974,26.601,34.796,94.447,0.052
5,580.200,17.189,2.822,13.977,17.092,17.566,25.290,25.741,26.663,43.240,0.058
10,607.600,16.436,2.919,12.583,14.264,17.300,25.522,26.454,43.239,110.071,0.061
15,645.400,15.466,2.790,12.514,13.683,17.036,18.230,25.817,39.554,86.221,0.065
20,658.400,15.183,2.843,12.724,14.150,16.938,17.907,25.247,33.760,164.390,0.066
25,613.200,16.283,3.035,14.254,15.507,17.050,17.959,25.177,26.635,67.955,0.061
30,608.200,16.424,3.106,14.447,15.481,16.853,17.580,25.160,34.117,161.460,0.061
35,603.000,16.554,2.970,13.727,16.372,17.073,24.825,25.486,33.906,46.712,0.060
40,627.200,15.935,3.232,13.799,16.119,16.942,17.671,25.002,26.516,50.249,0.063
45,567.000,17.616,3.152,13.875,14.761,16.919,25.347,34.038,51.446,92.137,0.057
50,634.000,15.743,3.877,14.540,15.558,16.770,17.192,17.585,25.712,67.726,0.064
55,610.600,16.377,3.425,14.496,15.808,16.823,17.315,17.795,41.291,151.606,0.061
60,628.000,15.902,2.798,13.833,16.347,16.871,17.322,17.706,41.576,59.501,0.063
65,561.200,17.802,2.857,13.789,14.636,16.854,26.729,36.984,56.565,151.706,0.056
70,554.200,18.044,3.209,13.940,14.760,17.559,27.456,35.594,52.336,61.889,0.055
75,533.000,18.725,10.078,13.723,14.649,17.276,34.137,42.228,59.986,98.110,0.053
80,562.200,17.766,2.782,13.381,16.426,17.502,25.332,32.898,50.549,126.457,0.056
85,590.000,16.915,1.978,16.287,16.746,16.998,17.472,24.934,33.488,101.645,0.059
90,543.800,18.381,1.566,16.624,16.767,16.960,17.636,25.110,49.803,150.327,0.054
95,550.000,18.172,15.636,16.635,16.756,16.891,17.243,25.176,34.081,108.652,0.055
100,569.400,17.551,3.186,16.618,16.750,16.914,17.286,24.883,33.392,66.906,0.057
105,578.200,17.275,2.858,16.583,16.732,16.893,17.180,17.413,25.709,100.709,0.058
110,534.600,18.667,15.386,16.605,16.745,16.970,17.635,25.141,83.028,166.903,0.054
115,555.200,17.935,15.759,16.624,16.753,16.915,17.358,25.009,41.110,92.065,0.056
