Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,777,777.000,2132,8984,11165,12952,14346,18232,22913,57889,85698
1,781,781.000,3235,8995,11318,12748,14536,19385,24023,37551,47439
2,763,763.000,2785,9393,11527,13111,14581,19944,24706,42640,59555
3,734,734.000,2106,9342,11379,13600,14309,19831,25021,75285,95210
4,195,195.000,2685,8547,10309,59366,13268,16535,751254,1007352,1042185
5,675,675.000,3162,9326,11363,12389,14064,17758,22740,30443,41167
6,850,850.000,2327,9019,10886,11810,13219,16324,20373,29972,60677
7,839,839.000,2179,9098,11011,11855,13287,16743,20213,28339,55491
8,817,817.000,1792,8848,10974,12237,13172,16088,20505,73013,87853
9,876,876.000,1830,8898,10702,11386,12910,15183,18822,29830,36926
10,883,883.000,1861,8732,10546,11326,12968,15442,18721,25720,33099
11,879,879.000,2221,8933,10672,11365,12906,15644,18751,25700,37202
12,825,825.000,2303,8890,10703,12075,12677,15609,18915,78078,92225
13,257,257.000,2231,8816,10935,45745,13683,16493,26024,1014287,1023241
14,714,714.000,2200,8732,10889,11575,13181,16381,19809,25582,33491
15,801,801.000,2715,8842,10891,19431,13009,15492,18286,31978,1019543
16,182,182.000,5814,9940,12408,24265,15240,21543,27299,716998,735118
17,868,868.000,2449,8766,10772,11482,13236,15871,19309,25632,33621
18,815,815.000,1850,8768,10816,12263,13145,16188,19950,72895,88296
19,866,866.000,867,8819,10722,11527,12948,16132,20290,28978,36603
20,874,874.000,2408,8982,10986,11450,13257,15595,18071,22402,29890
21,873,873.000,1846,8772,10796,11432,12870,15349,17711,27798,46058
22,824,824.000,1919,8612,10654,12132,12802,16240,18815,78617,97805
23,899,899.000,1853,8645,10478,11086,12617,15084,18149,23917,31787
24,897,897.000,2101,8453,10599,11140,12754,14892,18400,24836,33068
25,912,912.000,2197,8441,10402,10934,12535,14795,17461,22729,31100
26,829,829.000,2201,8900,10993,12079,12893,15752,20013,69230,82905
27,901,901.000,2127,8619,10506,11112,12587,14901,18544,23568,30900
28,884,884.000,2222,9039,10751,11283,12910,15355,17573,24014,29539
29,863,863.000,2016,9054,10880,11548,12958,15688,19243,24757,35430
30,810,810.000,3149,9181,11016,12352,13177,16130,19469,75664,99966
31,89,89.000,4733,8086,9420,114381,12515,869052,963814,1012194,1012194
32,829,829.000,2081,8915,10932,11842,12812,15900,21217,36895,44096
33,883,883.000,2092,8516,10607,11307,12948,15922,19029,24431,31190
34,847,847.000,1771,8664,10531,11782,12726,15121,18086,68864,83028
35,897,897.000,1804,8605,10611,11120,12712,14939,17987,24845,32661
36,852,852.000,2176,8670,10534,15941,12559,15641,19315,29064,1016366
37,186,186.000,1844,9094,11103,34500,13715,19748,26352,764999,888972
38,289,289.000,3582,9139,11041,40300,13072,15335,18573,979242,1014779
39,685,685.000,2508,9447,11327,12227,13793,17492,20499,29539,43100
40,811,811.000,1746,8782,10820,12274,13109,15711,18544,79109,92114
41,876,876.000,2280,8924,10906,11415,13017,15035,18469,25913,35069
42,917,917.000,1730,8436,10268,10899,12483,15040,17600,23054,36432
43,141,141.000,3108,8786,10417,74791,12683,16107,872185,1011136,1020740
44,836,836.000,2238,8728,10715,11305,12985,15361,17448,24507,35496
45,795,795.000,3101,9273,11028,12541,13508,16680,20869,75679,82408
46,816,816.000,1894,8890,10842,12272,14068,19592,23169,31123,35568
47,908,908.000,2027,8596,10393,10996,12467,14717,17375,23696,37219
48,897,897.000,2862,8556,10644,11121,12861,15304,17543,23433,35057
49,844,844.000,1865,8507,10347,11841,12509,15006,19184,78457,99243
50,905,905.000,2807,8800,10577,11046,12587,14540,17083,22509,33934
51,358,358.000,2524,8421,10413,37457,12566,14576,20066,991056,1027979
