Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,688,688.000,2295,9827,12653,14580,17272,23868,27901,35499,71422
1,805,805.000,3345,8831,11031,12367,14135,19263,22986,30883,42490
2,782,782.000,1958,9221,11517,12757,14311,19112,23710,40307,46674
3,712,712.000,2158,9135,11244,14015,14428,19792,28169,75293,81620
4,858,858.000,2065,8825,10939,11665,13146,16554,19829,28054,33572
5,838,838.000,2644,9056,10950,11907,13232,17435,20729,29060,39213
6,855,855.000,2525,9085,10872,11660,13093,15873,20596,27255,37691
7,789,789.000,2741,8768,10828,12660,13427,17799,21693,70274,87132
8,866,866.000,2222,8966,10903,11540,13124,15914,19363,25164,33061
9,861,861.000,2879,8890,10825,11612,13127,15542,19590,27849,43703
10,869,869.000,2377,8864,10763,11480,13168,15762,19403,25708,31712
11,813,813.000,1979,9066,10786,12298,13342,16553,19891,71668,83815
12,874,874.000,2133,8709,10882,11436,13097,15901,18926,24264,40793
13,861,861.000,2508,9084,10897,11584,13121,15711,18341,25930,33848
14,869,869.000,3092,8858,10854,11483,13086,15737,18732,28051,34756
15,798,798.000,3322,9116,11046,12565,13368,16723,21225,74890,94791
16,902,902.000,2905,8719,10434,11057,12573,14795,17122,25031,35841
17,871,871.000,1888,9046,10842,11487,12939,15576,19002,25395,39676
18,868,868.000,2720,8737,10671,11512,13085,15800,18741,29409,44455
19,816,816.000,1992,8801,10705,12200,13369,16311,19218,75229,84617
20,896,896.000,1876,8767,10617,11140,12804,14771,17609,23174,31770
21,869,869.000,3248,8851,10778,17035,12911,15506,18475,26796,1016819
22,57,57.000,3128,9218,11247,91584,17020,22656,904174,946161,946161
23,839,839.000,2704,9321,11377,11872,13533,15947,18012,26020,49844
24,791,791.000,1932,9111,11184,12641,13501,17602,20905,71450,84360
25,894,894.000,3052,8733,10633,11179,12759,15237,17027,24258,32443
26,860,860.000,2292,9135,10818,11606,13225,15988,17875,26094,40493
27,857,857.000,3932,8789,10785,12101,12841,16148,19490,69449,80610
28,863,863.000,2130,8724,10743,11136,12803,15210,17082,24201,34141
29,880,880.000,2347,8960,10794,11366,12892,15592,18776,23758,36467
30,829,829.000,2865,8738,10800,12076,13250,16808,20723,36816,75274
31,819,819.000,2536,8778,10624,12176,13327,16282,20223,65380,87074
32,883,883.000,2435,8592,10661,11294,13069,15776,18438,25723,30219
33,883,883.000,1793,8676,10731,11296,12936,15253,17574,25804,39757
34,880,880.000,2093,8718,10862,11361,13065,15409,18713,24750,46804
35,807,807.000,2077,9110,11075,12357,13411,16292,20150,68627,85977
36,890,890.000,1933,8758,10661,11268,12988,15733,18406,23753,36075
37,898,898.000,1516,8622,10473,11107,12652,15437,17655,23980,36738
38,882,882.000,2179,8788,10763,11345,12905,15477,18059,25476,34480
39,748,748.000,1730,9647,11516,13310,14250,17961,21786,85301,97151
40,872,872.000,2374,9104,10814,11454,13190,15578,18181,23802,35301
41,897,897.000,1656,8511,10496,11167,12775,15351,18644,24549,33259
42,863,863.000,2251,8911,10874,11561,13372,16002,19056,24938,37859
43,200,200.000,2490,9068,10674,58166,12945,18204,707744,1012600,1023467
44,649,649.000,2112,9213,11423,12864,13830,17215,20301,72260,86546
45,892,892.000,1863,8733,10550,11215,12800,15366,17731,25501,33130
46,881,881.000,1859,8884,10746,11327,12991,15464,17475,23176,35142
47,894,894.000,3014,8677,10526,11155,12623,15106,18291,23551,34082
48,780,780.000,2073,8880,11131,12806,13952,20200,24863,37941,76710
49,863,863.000,1838,8840,10865,11577,13204,16057,19444,25902,36858
50,889,889.000,3234,8909,10787,11221,12659,15389,17629,23455,28006
51,917,917.000,2128,8620,10468,10928,12474,14607,17339,22440,29976
52,826,826.000,2964,8815,10757,12091,13061,15821,19140,74515,79753
53,879,879.000,1813,9086,10833,11362,12651,15135,18151,27165,40689
54,900,900.000,2026,8467,10490,11077,12678,15304,18486,25087,27346
55,878,878.000,2344,8857,10931,11433,13072,15192,18351,26504,31063
56,818,818.000,2377,8798,10774,12168,13009,16057,18529,80691,91426
57,904,904.000,2229,8567,10453,11067,12705,14848,17047,23913,30312
58,899,899.000,2008,8748,10391,11063,12746,14958,16535,23376,39651
59,885,885.000,2318,8818,10873,11314,12862,15470,18039,23790,32431
60,821,821.000,1983,8994,10953,12183,13050,15881,19982,71631,79575
61,844,844.000,2879,8685,10825,11833,13017,15858,20098,37852,71418
62,871,871.000,2473,8909,10908,11453,13163,15754,18766,24547,33005
63,885,885.000,2706,8926,10759,11284,12789,15220,17711,23842,28472
64,824,824.000,2447,8940,10860,12131,13057,15752,19219,70955,89063
65,882,882.000,1749,8868,10597,11307,12887,15322,18031,25573,29758
66,880,880.000,3061,8825,10651,11367,13087,15570,18265,25551,30689
67,886,886.000,1728,8856,10798,11294,13168,15298,17467,24071,35130
68,838,838.000,2188,8848,10790,11892,12773,15238,18421,68722,75438
69,197,197.000,2300,8784,10384,55507,12430,14506,723841,1006766,1014015
70,800,800.000,1703,8701,10709,11338,13122,15523,18176,24096,30874
71,914,914.000,2855,8598,10481,10917,12542,14499,16320,22631,36159
72,894,894.000,2026,8814,10492,11166,12924,15114,16763,22828,34424
73,850,850.000,1495,8761,10695,11776,12913,15349,18119,66454,76631
74,905,905.000,1719,8617,10574,11045,12562,14878,16585,23469,34164
75,856,856.000,2751,8912,10945,11636,13073,15927,19323,27608,40855
76,883,883.000,2618,8878,10758,11335,12730,15107,17842,23864,47542
