Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,608.400,16.428,0.632,1.345,13.121,21.285,31.222,40.400,76.190,1052.319,0.061
5,890.400,11.193,0.555,1.143,12.005,18.544,23.425,28.424,44.082,106.868,0.089
10,934.600,10.684,0.691,1.103,11.425,18.125,22.708,26.766,40.334,99.569,0.094
15,897.600,11.132,0.691,1.120,12.308,18.664,22.714,27.022,43.352,86.176,0.090
20,925.800,10.786,0.698,1.113,11.936,18.134,22.325,25.685,40.276,75.914,0.093
25,925.000,10.791,0.709,1.110,11.987,18.120,22.410,25.895,40.550,91.035,0.093
30,932.000,10.710,0.695,1.123,11.932,18.201,22.478,25.576,36.897,88.850,0.093
35,920.800,10.837,0.726,1.131,11.824,18.159,22.765,26.208,40.387,102.220,0.092
40,948.000,10.545,0.707,1.128,11.624,18.174,22.313,25.611,35.275,72.431,0.095
45,911.800,10.942,0.684,1.151,12.100,18.154,22.443,25.632,41.478,90.115,0.091
50,918.200,10.871,0.706,1.148,12.003,18.146,22.609,25.958,37.645,92.176,0.092
55,924.400,10.810,0.713,1.137,12.089,18.239,22.514,25.691,35.934,108.634,0.093
60,926.000,10.786,0.698,1.096,11.529,18.286,22.602,26.407,40.381,93.392,0.093
65,929.800,10.728,0.713,1.119,12.156,18.227,22.154,25.039,37.000,66.218,0.093
70,630.600,15.838,0.706,1.128,12.144,18.426,22.743,26.693,41.160,1042.945,0.063
75,919.400,10.863,0.699,1.109,12.267,18.336,22.384,24.999,38.136,84.898,0.092
80,944.400,10.571,0.681,1.097,11.865,18.228,22.162,25.076,36.943,56.280,0.095
85,935.000,10.685,0.677,1.098,11.730,18.249,22.531,25.854,38.155,136.638,0.094
90,931.200,10.723,0.528,1.101,12.038,18.152,22.277,25.166,37.521,89.543,0.093
95,792.600,12.599,0.727,1.124,11.859,18.178,22.558,25.934,39.921,1024.956,0.079
100,929.800,10.740,0.699,1.114,11.955,18.387,22.286,25.097,36.577,87.126,0.093
105,917.800,10.887,0.698,1.096,12.318,18.378,22.353,25.434,37.612,95.899,0.092
110,926.600,10.779,0.702,1.122,11.936,18.181,22.629,25.538,38.554,88.830,0.093
115,893.600,11.132,0.685,1.112,12.704,18.742,22.978,25.641,34.380,61.068,0.090
