Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,45.200,4.512,1.483,2.149,2.817,4.176,6.243,9.238,27.082,126.086,0.222
5,50.000,1.824,1.284,1.561,1.742,1.968,2.246,2.573,3.589,3.833,0.548
10,47.600,1.602,1.126,1.425,1.537,1.699,1.931,2.143,2.786,3.923,0.624
15,49.600,1.557,1.098,1.388,1.498,1.647,1.863,2.219,2.672,2.894,0.642
20,47.600,1.544,1.069,1.359,1.483,1.646,1.886,2.074,2.466,3.140,0.648
25,44.800,1.511,1.065,1.335,1.437,1.607,1.799,2.003,2.766,3.168,0.662
30,36.200,1.549,1.095,1.340,1.466,1.622,1.865,2.093,3.572,4.575,0.645
35,53.000,1.582,1.185,1.367,1.506,1.673,1.885,2.206,3.227,3.348,0.632
40,47.800,1.574,1.101,1.360,1.477,1.624,1.923,2.430,3.090,4.778,0.635
45,47.400,1.538,1.085,1.349,1.463,1.580,1.822,2.076,3.356,3.981,0.650
50,53.400,1.519,1.023,1.341,1.420,1.597,1.786,1.977,3.427,5.019,0.658
55,48.600,1.529,1.082,1.329,1.452,1.626,1.880,2.210,2.570,3.321,0.654
60,55.600,1.577,1.053,1.349,1.475,1.695,2.053,2.398,2.765,3.176,0.634
65,49.200,1.539,1.075,1.367,1.478,1.622,1.794,2.066,2.880,3.633,0.650
70,49.400,1.532,1.105,1.332,1.463,1.626,1.822,2.061,2.749,3.888,0.653
75,39.800,1.554,1.117,1.344,1.502,1.659,1.888,2.289,2.633,3.151,0.643
80,48.400,1.562,1.048,1.365,1.501,1.654,1.889,2.160,3.074,3.244,0.640
85,55.400,1.539,1.110,1.346,1.477,1.642,1.837,2.110,2.626,3.579,0.650
90,50.600,1.548,1.153,1.361,1.474,1.654,1.850,2.090,2.962,4.068,0.646
95,44.000,1.551,1.064,1.382,1.503,1.646,1.835,1.996,2.379,3.814,0.645
100,43.400,1.531,1.102,1.368,1.483,1.625,1.827,2.074,2.529,2.631,0.653
105,33.200,1.544,1.173,1.361,1.464,1.628,1.829,2.054,2.993,3.496,0.647
110,54.400,1.574,1.034,1.368,1.479,1.655,1.944,2.243,2.713,4.761,0.635
115,36.400,1.536,1.117,1.369,1.470,1.633,1.856,2.045,2.550,3.217,0.651
