Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,499,499.000,744,6685,13122,19724,24026,38270,52680,180747,228896,498,1,180747,13122,19724,24026,38270,52680
1,875,875.000,727,1423,5811,11384,17581,27403,35574,58269,94376,874,1,58269,5811,11384,17581,27403,35574
2,866,866.000,690,1346,6343,11605,17711,26660,34893,70874,92874,865,1,70874,6343,11605,17711,26660,34893
3,938,938.000,808,1243,5656,10570,17251,24183,33392,45572,77782,937,1,45572,5656,10570,17251,24183,33392
4,970,970.000,792,1197,5684,10286,16538,22805,29274,57378,88083,970,0,57378,5684,10286,16538,22805,29274
5,943,943.000,691,1241,8446,10588,16961,22702,30360,46407,87859,943,0,46407,8446,10588,16961,22702,30360
6,992,992.000,775,1203,6761,10018,16166,21987,27574,51018,72843,992,0,51018,6761,10018,16166,21987,27574
7,1006,1006.000,752,1213,7717,9900,16401,21678,26929,41430,95575,1005,1,41430,7717,9900,16401,21678,26929
8,1012,1012.000,608,1168,4858,9903,16255,22363,29210,47906,70591,1011,1,47906,4858,9903,16255,22363,29210
9,973,973.000,725,1181,6875,10216,16454,21864,26302,73301,98000,972,1,73301,6875,10216,16454,21864,26302
10,1012,1012.000,539,1141,8566,9906,16600,22148,27696,37440,81402,1012,0,37440,8566,9906,16600,22148,27696
11,1076,1076.000,669,1170,6134,9251,15345,20856,24369,37360,67563,1076,0,37360,6134,9251,15345,20856,24369
12,1010,1010.000,604,1178,6960,9950,16374,22007,28612,45963,71631,1009,1,45963,6960,9950,16374,22007,28612
13,993,993.000,707,1188,9210,10002,16653,22355,25787,40928,55819,993,0,40928,9210,10002,16653,22355,25787
