Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,40.800,4.945,2.731,4.121,4.637,5.140,6.238,7.455,12.161,19.143,0.202
5,48.200,4.293,2.710,3.817,4.218,4.747,5.201,5.505,6.097,6.563,0.233
10,58.000,4.231,2.561,3.671,4.063,4.563,5.074,5.231,6.245,34.090,0.236
15,46.400,4.177,2.397,3.595,4.176,4.593,5.154,5.714,6.168,6.672,0.239
20,45.600,4.105,2.431,3.665,4.126,4.495,5.130,5.332,5.903,6.226,0.244
25,44.400,4.181,2.779,3.642,4.152,4.652,5.105,5.385,6.118,8.743,0.239
30,35.800,4.111,2.715,3.570,4.062,4.576,5.060,5.417,6.411,6.442,0.243
35,52.000,4.145,2.478,3.640,4.135,4.584,4.953,5.470,6.032,6.264,0.241
40,51.800,4.214,2.661,3.754,4.185,4.621,5.131,5.402,5.863,6.185,0.237
45,51.800,4.354,2.540,3.764,4.304,4.836,5.203,5.633,6.676,13.287,0.230
50,53.000,4.255,2.318,3.804,4.181,4.691,5.244,5.559,6.024,6.586,0.235
55,59.600,4.281,2.475,3.810,4.280,4.716,5.225,5.587,6.346,6.575,0.234
60,51.200,4.231,2.255,3.613,4.058,4.587,5.022,5.295,7.123,41.202,0.236
65,53.600,4.211,2.414,3.687,4.192,4.638,5.112,5.375,6.159,7.258,0.237
70,46.000,4.143,2.593,3.662,4.065,4.602,5.020,5.445,6.095,6.550,0.241
75,48.200,4.175,2.575,3.657,4.166,4.630,4.998,5.450,5.913,6.413,0.240
80,40.800,4.225,2.570,3.778,4.272,4.657,5.013,5.360,5.651,6.378,0.237
85,59.400,4.242,2.619,3.764,4.152,4.690,5.296,5.529,6.038,6.422,0.236
90,44.400,4.199,2.564,3.706,4.154,4.622,5.094,5.322,6.199,9.956,0.238
95,47.000,4.300,2.527,3.758,4.230,4.726,5.249,5.704,6.684,6.944,0.233
100,51.400,4.148,2.577,3.663,4.092,4.518,5.151,5.401,6.418,9.052,0.241
105,33.800,4.238,2.515,3.757,4.175,4.632,5.040,5.599,7.542,8.018,0.236
110,57.000,4.154,2.390,3.610,4.121,4.582,5.109,5.420,5.904,8.871,0.241
115,41.800,4.229,2.401,3.694,4.109,4.563,5.183,5.536,7.020,11.671,0.236
