Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,342.200,12.143,1.360,6.075,10.594,15.440,20.335,25.359,39.312,147.147,0.082
5,402.800,7.820,1.202,3.523,4.949,7.884,13.773,16.322,25.464,1016.728,0.128
10,540.600,6.060,1.109,3.105,4.123,6.764,13.206,15.712,22.510,90.268,0.165
15,401.800,7.345,1.158,3.004,4.015,8.402,13.696,16.218,22.563,1022.075,0.136
20,582.000,5.572,1.182,2.981,3.892,6.005,12.404,14.914,20.212,37.175,0.179
25,365.400,9.248,1.014,3.164,4.423,9.876,14.470,16.491,24.152,1005.214,0.108
30,605.000,5.216,1.065,2.816,3.623,5.229,11.903,14.388,18.434,79.627,0.192
35,468.000,6.540,1.039,2.989,4.092,9.404,14.350,16.613,22.486,71.320,0.153
40,613.600,5.284,1.048,2.846,3.644,5.275,11.769,14.573,19.429,75.991,0.189
45,455.000,7.656,1.108,2.943,3.819,8.413,13.726,15.883,19.831,1020.934,0.131
50,539.800,5.658,1.072,2.904,3.717,6.380,12.667,15.161,19.312,78.543,0.177
55,490.200,6.216,1.099,2.913,3.855,7.728,13.887,16.320,24.145,78.676,0.161
60,507.000,6.019,0.920,2.832,3.805,7.942,13.681,15.443,19.998,76.223,0.166
65,570.400,5.586,1.003,2.807,3.708,6.115,12.843,15.393,19.108,80.911,0.179
70,501.800,6.220,1.092,2.908,3.870,8.871,13.977,16.132,22.635,52.841,0.161
75,530.200,5.890,1.156,2.955,3.938,7.223,13.039,15.280,20.526,73.348,0.170
80,540.200,5.689,1.141,2.903,3.829,6.843,12.671,15.185,19.131,74.512,0.176
85,552.800,5.786,1.036,2.876,3.753,6.833,13.416,15.449,20.383,76.988,0.173
90,534.600,5.971,1.127,2.960,3.874,7.391,13.043,15.371,20.330,74.884,0.167
95,503.600,6.199,1.046,2.945,3.937,8.745,13.973,16.001,19.596,75.503,0.161
100,626.400,5.192,1.033,2.821,3.626,5.357,11.955,14.708,18.595,32.055,0.193
105,556.800,5.455,1.130,2.832,3.658,5.656,12.342,15.227,19.102,76.796,0.183
110,480.000,6.182,1.040,2.855,3.841,8.367,14.119,16.266,22.416,84.562,0.162
115,539.400,5.784,1.018,2.881,3.728,6.493,12.964,15.410,22.020,84.350,0.173
