Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.600,5.758,1.837,3.682,4.923,6.918,8.859,10.437,14.315,32.050,0.174
5,20.600,3.070,1.992,2.521,2.824,3.200,3.918,4.461,5.168,14.936,0.326
10,23.400,2.708,1.773,2.281,2.522,2.829,3.381,3.512,5.079,13.403,0.369
15,28.400,2.731,1.679,1.999,2.228,2.479,3.238,4.273,15.357,15.370,0.366
20,30.200,2.397,1.641,1.964,2.195,2.457,2.766,3.396,9.485,13.683,0.417
25,29.800,2.453,1.603,1.882,2.153,2.430,2.805,3.061,15.021,16.066,0.408
30,27.400,2.876,1.589,1.945,2.052,2.354,3.174,9.512,15.804,23.478,0.348
35,30.000,2.621,1.576,1.818,2.060,2.463,2.965,5.227,12.181,22.958,0.382
40,24.800,2.698,1.548,1.904,2.110,2.452,2.888,3.834,13.192,33.701,0.371
45,29.800,2.589,1.457,1.883,2.063,2.422,2.825,3.812,12.934,16.906,0.386
50,24.600,2.250,1.547,1.848,2.008,2.339,2.717,3.024,6.431,11.583,0.444
55,27.400,2.340,1.524,1.881,2.104,2.385,2.992,3.761,9.079,11.507,0.427
60,23.800,2.642,1.556,1.923,2.123,2.521,3.265,4.540,11.509,22.747,0.379
65,75.800,2.811,1.050,1.840,2.076,2.655,4.285,8.654,12.773,16.681,0.356
70,472.400,3.471,0.807,1.662,2.115,3.121,6.100,9.017,13.405,110.015,0.288
75,389.600,3.127,0.934,1.687,1.956,2.345,2.902,3.429,36.959,111.565,0.320
80,393.400,3.172,0.918,1.674,1.927,2.294,2.876,3.368,99.314,112.951,0.315
85,393.600,3.415,0.864,1.695,1.946,2.321,2.933,3.694,86.133,113.363,0.293
90,401.200,3.008,0.955,1.692,1.924,2.252,2.787,3.254,6.894,113.408,0.332
95,385.800,3.511,0.910,1.678,1.927,2.282,2.869,3.402,98.638,117.828,0.285
100,407.200,3.260,0.823,1.692,1.949,2.279,2.787,3.232,99.942,116.486,0.307
105,384.200,3.166,0.918,1.684,1.946,2.296,2.856,3.364,39.846,113.738,0.316
110,405.000,3.247,0.819,1.696,1.941,2.262,2.843,3.381,91.386,116.771,0.308
115,394.000,3.360,0.969,1.704,1.947,2.266,2.846,3.495,107.976,116.828,0.298
