Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,494.800,20.119,1.468,16.432,16.682,17.217,24.891,29.436,108.074,188.456,0.050
5,631.000,15.814,6.610,16.400,16.616,16.770,16.976,17.180,25.007,51.441,0.063
10,750.800,13.280,5.850,8.298,16.197,16.697,16.941,17.196,25.497,109.098,0.075
15,941.200,10.615,7.149,8.228,8.394,16.142,16.790,16.986,25.030,50.430,0.094
20,945.000,10.558,7.047,8.225,8.382,8.770,16.732,16.939,27.711,108.073,0.095
25,910.800,10.971,7.365,8.224,8.381,8.764,16.749,16.942,32.733,141.557,0.091
30,816.800,12.221,6.831,8.267,8.555,16.659,16.850,17.031,25.143,108.176,0.082
35,924.000,10.803,7.033,8.193,8.432,16.218,16.837,17.071,25.030,75.085,0.093
40,876.800,11.382,7.130,8.226,8.403,16.363,16.814,17.070,40.883,150.668,0.088
45,1004.000,9.945,6.176,8.206,8.361,8.598,16.669,16.854,17.834,92.401,0.101
50,1050.000,9.508,0.749,8.197,8.360,8.572,16.486,16.749,17.140,99.759,0.105
55,930.000,10.731,1.212,8.171,8.371,8.880,16.740,17.005,25.356,149.919,0.093
60,1007.800,9.920,6.031,8.148,8.363,8.659,16.592,16.884,25.456,116.700,0.101
65,987.600,10.156,6.489,8.193,8.348,8.617,16.643,16.856,18.765,167.842,0.098
70,978.400,10.134,5.686,8.169,8.353,8.632,16.618,16.847,49.597,100.367,0.099
75,992.600,10.050,5.701,8.164,8.361,8.663,16.602,16.853,32.219,150.734,0.100
80,964.600,10.353,0.885,8.173,8.388,8.850,16.726,16.921,18.085,141.584,0.097
85,928.800,10.756,6.391,8.165,8.371,8.775,16.766,17.005,32.810,142.851,0.093
90,1014.000,9.844,5.901,8.160,8.356,8.623,16.625,16.927,18.701,109.777,0.102
95,1035.600,9.640,7.051,8.184,8.347,8.577,16.479,16.772,18.878,108.498,0.104
100,1044.200,9.578,1.064,8.170,8.351,8.604,16.520,16.820,24.893,75.338,0.104
105,910.000,10.952,6.950,8.222,8.377,8.783,16.803,17.293,41.694,141.637,0.091
110,910.400,10.963,6.089,8.188,8.402,16.136,16.868,17.117,25.410,83.111,0.091
115,883.200,10.951,5.427,8.196,8.374,8.771,16.837,17.179,50.410,151.513,0.091
