Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,640,640.000,2099,11781,14883,15706,17978,22776,26248,45022,54908
1,745,745.000,1143,10866,13086,13421,15589,18554,21083,26728,47879
2,706,706.000,1310,11232,13749,14106,16073,19283,21574,42816,49924
3,746,746.000,1399,10956,13241,13383,15896,18186,20163,24022,27118
4,753,753.000,1566,10335,12727,14376,15315,17614,19335,40393,1012706
5,568,568.000,894,12481,15550,16097,19092,23083,25411,29666,49743
6,769,769.000,1236,10673,13387,12997,15511,17116,18604,21437,25751
7,727,727.000,999,10811,13022,13707,15788,17941,20908,37230,53352
8,687,687.000,1173,11622,14287,14541,17149,20034,21977,32256,42058
9,757,757.000,2064,10466,12742,13187,15531,17430,18888,39632,43879
10,787,787.000,1378,10609,12834,12701,15113,16899,18182,20156,22300
11,784,784.000,1158,10409,12698,12712,15089,17271,18543,20624,23064
12,566,566.000,2722,13988,17818,17703,21696,24747,25689,31161,42520
13,611,611.000,2140,13283,15956,16300,18660,21842,25115,40359,45626
14,646,646.000,2629,12786,15619,15480,18150,20717,22177,26713,28658
15,708,708.000,1622,11574,14100,14162,16665,18561,21187,33636,39637
16,714,714.000,1808,11486,13893,13938,16160,18285,19902,22491,25874
17,725,725.000,1113,11546,14056,13816,16149,18170,19354,22208,27388
18,728,728.000,2164,11232,13742,13760,16390,18593,20218,24491,30870
19,747,747.000,2102,10863,13163,13317,15911,18030,19668,21281,25715
20,738,738.000,1738,11178,13810,13535,16051,18104,19437,21728,26829
21,753,753.000,1018,11024,13375,13313,15678,18081,19455,21673,22706
22,748,748.000,1795,11036,13285,13312,15945,17549,18647,21847,23782
23,746,746.000,1241,11106,13686,13387,15721,17794,18952,21585,22777
24,753,753.000,1298,10823,13376,13289,15567,17539,18691,21375,23510
25,758,758.000,1124,10774,13274,13166,15378,17713,19298,21918,26679
26,765,765.000,993,10629,13033,13051,15415,17458,18671,21522,26549
27,764,764.000,2154,10741,13213,13061,15313,17309,18334,21192,26496
28,781,781.000,1118,10630,12857,12805,15141,17455,18454,20390,21919
29,674,674.000,1120,12039,14386,14844,16911,19681,21759,49583,55251
30,759,759.000,1890,10869,13099,13125,15586,17444,18636,21896,26833
31,764,764.000,1365,10529,13168,13098,15442,17466,18639,38106,43364
32,779,779.000,2006,10630,12923,12821,15348,16987,17932,20210,23610
33,706,706.000,1638,11086,13969,14262,16936,19930,23208,26427,27720
34,573,573.000,2144,14798,16931,17266,19646,22218,24153,31961,35542
