Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,421,421.000,4158,17018,18480,23611,26744,35822,45034,93168,106462,420,1,93168,18480,23611,26744,35822,45034
1,531,531.000,3718,15301,17570,18749,25265,26538,28659,35458,38729,530,1,35458,17570,18749,25265,26538,28659
2,540,540.000,3265,13321,17472,18573,24866,26723,34453,43152,43539,539,1,43152,17472,18573,24866,26723,34453
3,602,602.000,3183,11229,16928,16518,18230,26150,28782,46912,52052,601,1,46912,16928,16518,18230,26150,28782
4,672,672.000,3196,11471,12793,14801,17464,24856,26807,35721,52649,671,1,35721,12793,14801,17464,24856,26807
5,674,674.000,3011,11171,12885,14839,17358,25710,27821,35295,39200,673,1,35295,12885,14839,17358,25710,27821
6,637,637.000,2708,10470,15310,15646,17748,25989,33590,34891,38942,636,1,34891,15310,15646,17748,25989,33590
7,673,673.000,2871,10645,16425,15010,17368,22511,25763,34802,41115,672,1,34802,16425,15010,17368,22511,25763
8,626,626.000,2722,15988,16904,15764,17270,18162,23361,26458,32765,625,1,26458,16904,15764,17270,18162,23361
9,558,558.000,2724,16674,16965,17892,17380,25271,26064,34518,35126,557,1,34518,16965,17892,17380,25271,26064
10,598,598.000,2754,16683,16902,16716,17140,17485,17818,33492,33809,598,0,33492,16902,16716,17140,17485,17818
11,579,579.000,2794,16686,16919,17225,17228,24625,25569,27570,32997,578,1,27570,16919,17225,17228,24625,25569
12,597,597.000,2793,16651,16909,16812,17146,17650,24716,25857,33684,597,0,25857,16909,16812,17146,17650,24716
13,592,592.000,2754,16691,16887,16820,17075,17675,25306,25910,28156,591,1,25910,16887,16820,17075,17675,25306
14,598,598.000,2628,16601,16871,16656,17116,17784,21854,34451,41942,597,1,34451,16871,16656,17116,17784,21854
15,549,549.000,2738,16734,16959,18141,17603,25344,25643,33364,34019,548,1,33364,16959,18141,17603,25344,25643
16,533,533.000,2957,16752,16915,18856,17313,25273,25498,42143,42255,532,1,42143,16915,18856,17313,25273,25498
17,545,545.000,15154,16703,16848,18212,17087,25227,25522,26039,34062,545,0,26039,16848,18212,17087,25227,25522
18,536,536.000,3016,16758,16893,18690,17228,25343,25653,33431,33876,535,1,33431,16893,18690,17228,25343,25653
19,534,534.000,15275,16749,16904,18744,17218,25267,25705,34218,34694,533,1,34218,16904,18744,17218,25267,25705
20,561,561.000,3266,16716,16873,17877,17046,25017,25352,34059,85130,560,1,34059,16873,17877,17046,25017,25352
21,553,553.000,2830,14567,16841,18003,17674,25964,33965,60299,73172,552,1,60299,16841,18003,17674,25964,33965
22,603,603.000,2811,14160,16517,16483,17227,23235,25458,26670,43273,602,1,26670,16517,16483,17227,23235,25458
23,580,580.000,10898,13841,16707,17227,17391,25614,26152,33959,34648,579,1,33959,16707,17227,17391,25614,26152
24,590,590.000,2977,13773,16675,16991,17368,25277,25846,34478,49707,589,1,34478,16675,16991,17368,25277,25846
25,593,593.000,3297,13740,16734,16840,17306,25238,25546,26417,34104,592,1,26417,16734,16840,17306,25238,25546
26,607,607.000,3102,13619,16664,16366,17206,24484,25531,25988,31388,606,1,25988,16664,16366,17206,24484,25531
27,627,627.000,2803,13673,16652,16010,17052,17626,18014,33670,34210,626,1,33670,16652,16010,17052,17626,18014
28,604,604.000,2892,13664,16637,16586,17140,24857,25778,33912,40150,603,1,33912,16637,16586,17140,24857,25778
29,593,593.000,3663,13472,16814,16785,17227,25186,25448,33770,34865,592,1,33770,16814,16785,17227,25186,25448
30,603,603.000,2765,13627,16776,16596,17253,25011,25417,26119,26541,602,1,26119,16776,16596,17253,25011,25417
31,553,553.000,3354,13451,16659,18013,17259,25288,25624,117125,143977,552,1,117125,16659,18013,17259,25288,25624
32,597,597.000,2708,13634,16718,16716,17406,24836,25299,26086,26937,596,1,26086,16718,16716,17406,24836,25299
33,611,611.000,2878,13473,16693,16273,17222,22417,25064,25692,26028,610,1,25692,16693,16273,17222,22417,25064
