time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,421,421.000,421.000,93168,93168,420,1
1,531,531.000,531.000,35458,35458,530,1
2,540,540.000,540.000,43152,43152,539,1
3,602,602.000,602.000,46912,46912,601,1
4,672,672.000,672.000,35721,35721,671,1
5,674,674.000,674.000,35295,35295,673,1
6,637,637.000,637.000,34891,34891,636,1
7,673,673.000,673.000,34802,34802,672,1
8,626,626.000,626.000,26458,26458,625,1
9,558,558.000,558.000,34518,34518,557,1
10,598,598.000,598.000,33492,33492,598,0
11,579,579.000,579.000,27570,27570,578,1
12,597,597.000,597.000,25857,25857,597,0
13,592,592.000,592.000,25910,25910,591,1
14,598,598.000,598.000,34451,34451,597,1
15,549,549.000,549.000,33364,33364,548,1
16,533,533.000,533.000,42143,42143,532,1
17,545,545.000,545.000,26039,26039,545,0
18,536,536.000,536.000,33431,33431,535,1
19,534,534.000,534.000,34218,34218,533,1
20,561,561.000,561.000,34059,34059,560,1
21,553,553.000,553.000,60299,60299,552,1
22,603,603.000,603.000,26670,26670,602,1
23,580,580.000,580.000,33959,33959,579,1
24,590,590.000,590.000,34478,34478,589,1
25,593,593.000,593.000,26417,26417,592,1
26,607,607.000,607.000,25988,25988,606,1
27,627,627.000,627.000,33670,33670,626,1
28,604,604.000,604.000,33912,33912,603,1
29,593,593.000,593.000,33770,33770,592,1
30,603,603.000,603.000,26119,26119,602,1
31,553,553.000,553.000,117125,117125,552,1
32,597,597.000,597.000,26086,26086,596,1
33,611,611.000,611.000,25692,25692,610,1
34,628,628.000,628.000,25862,25862,628,0
35,613,613.000,613.000,33491,33491,612,1
36,592,592.000,592.000,67751,67751,591,1
37,545,545.000,545.000,150632,150632,544,1
38,578,578.000,578.000,118129,118129,577,1
39,600,600.000,600.000,75803,75803,599,1
40,572,572.000,572.000,32986,32986,571,1
41,592,592.000,592.000,34068,34068,591,1
42,568,568.000,568.000,160197,160197,567,1
43,555,555.000,555.000,67171,67171,554,1
44,605,605.000,605.000,26931,26931,604,1
45,615,615.000,615.000,25764,25764,614,1
46,645,645.000,645.000,25381,25381,644,1
47,647,647.000,647.000,18464,18464,646,1
48,629,629.000,629.000,25777,25777,628,1
49,615,615.000,615.000,26234,26234,615,0
50,603,603.000,603.000,26264,26264,602,1
51,629,629.000,629.000,25722,25722,628,1
52,623,623.000,623.000,26297,26297,623,0
53,629,629.000,629.000,25965,25965,628,1
54,606,606.000,606.000,34177,34177,605,1
55,647,647.000,647.000,18272,18272,646,1
56,626,626.000,626.000,25956,25956,625,1
57,614,614.000,614.000,34065,34065,613,1
58,636,636.000,636.000,18976,18976,635,1
59,625,625.000,625.000,26759,26759,624,1
60,615,615.000,615.000,26257,26257,614,1
61,613,613.000,613.000,26360,26360,612,1
62,591,591.000,591.000,83115,83115,590,1
63,621,621.000,621.000,26270,26270,620,1
64,616,616.000,616.000,26371,26371,615,1
65,602,602.000,602.000,26814,26814,601,1
66,604,604.000,604.000,26357,26357,603,1
67,573,573.000,573.000,91685,91685,572,1
68,607,607.000,607.000,25933,25933,606,1
69,565,565.000,565.000,149601,149601,564,1
70,591,591.000,591.000,42232,42232,590,1
71,516,516.000,516.000,150592,150592,515,1
72,628,628.000,628.000,33436,33436,627,1
73,608,608.000,608.000,25969,25969,607,1
74,610,610.000,610.000,33302,33302,609,1
75,623,623.000,623.000,49670,49670,622,1
76,657,657.000,657.000,26041,26041,656,1
77,611,611.000,611.000,26287,26287,610,1
78,626,626.000,626.000,25850,25850,626,0
79,610,610.000,610.000,26356,26356,609,1
80,617,617.000,617.000,24954,24954,616,1
81,620,620.000,620.000,25589,25589,619,1
82,626,626.000,626.000,25368,25368,626,0
83,623,623.000,623.000,25597,25597,622,1
84,613,613.000,613.000,26403,26403,612,1
85,626,626.000,626.000,25601,25601,625,1
86,584,584.000,584.000,74933,74933,583,1
87,639,639.000,639.000,18310,18310,638,1
88,620,620.000,620.000,38653,38653,619,1
89,587,587.000,587.000,58461,58461,586,1
90,610,610.000,610.000,25802,25802,609,1
91,629,629.000,629.000,32893,32893,629,0
92,626,626.000,626.000,34629,34629,625,1
93,543,543.000,543.000,108829,108829,542,1
94,597,597.000,597.000,25087,25087,596,1
95,475,475.000,475.000,150260,150260,474,1
96,599,599.000,599.000,25453,25453,598,1
97,506,506.000,506.000,150160,150160,505,1
98,548,548.000,548.000,167109,167109,547,1
99,570,570.000,570.000,41647,41647,569,1
100,598,598.000,598.000,33325,33325,597,1
101,592,592.000,592.000,49915,49915,591,1
102,564,564.000,564.000,108447,108447,563,1
103,613,613.000,613.000,24681,24681,612,1
104,606,606.000,606.000,26517,26517,605,1
105,546,546.000,546.000,83411,83411,545,1
106,601,601.000,601.000,25133,25133,600,1
107,618,618.000,618.000,17616,17616,617,1
108,610,610.000,610.000,25206,25206,609,1
109,546,546.000,546.000,100653,100653,545,1
110,565,565.000,565.000,50450,50450,564,1
111,593,593.000,593.000,25681,25681,592,1
112,591,591.000,591.000,25734,25734,590,1
113,573,573.000,573.000,66508,66508,572,1
114,591,591.000,591.000,25661,25661,590,1
115,553,553.000,553.000,150100,150100,552,1
116,557,557.000,557.000,33011,33011,556,1
117,597,597.000,597.000,25403,25403,596,1
118,583,583.000,583.000,57890,57890,582,1
119,581,581.000,581.000,108472,108472,580,1
