Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,21.200,7.173,2.981,5.672,6.663,8.105,10.322,11.125,12.087,15.026,0.139
5,28.600,8.422,1.844,5.598,6.715,8.341,10.846,16.757,44.218,64.039,0.119
10,23.800,7.183,2.333,5.069,6.712,8.372,10.503,11.822,18.746,24.247,0.139
15,30.000,6.985,3.946,5.208,6.724,7.836,10.095,10.788,12.389,25.891,0.143
20,22.600,7.142,3.410,5.753,6.964,8.363,9.855,10.734,12.259,12.334,0.140
25,29.200,7.943,3.733,5.351,6.836,8.649,11.798,15.845,31.058,50.205,0.126
30,20.400,7.539,3.600,5.687,7.254,8.456,10.534,12.761,14.111,15.900,0.133
35,29.800,6.994,3.525,5.575,6.228,8.224,10.228,11.574,13.103,15.356,0.143
40,25.400,7.452,3.976,5.340,7.215,8.970,10.641,11.421,13.749,16.642,0.134
45,16.400,7.486,4.000,5.202,7.189,8.822,10.279,12.018,19.365,19.365,0.134
50,31.200,8.388,3.671,5.694,7.069,9.183,13.275,14.686,38.127,43.031,0.119
55,20.000,7.957,3.848,5.832,7.626,9.409,12.006,14.426,15.629,15.629,0.126
60,28.600,8.310,3.495,5.725,7.109,9.200,13.667,18.041,25.865,29.182,0.120
65,20.600,7.682,3.576,5.843,7.412,8.659,10.622,12.140,19.883,21.102,0.130
70,13.400,8.285,4.193,6.101,7.920,9.988,11.274,14.067,16.487,16.487,0.121
75,24.200,7.539,3.977,5.991,7.209,8.720,9.974,11.339,15.165,15.511,0.133
80,20.800,7.270,3.293,5.394,6.726,8.972,10.774,12.149,12.631,12.977,0.138
85,28.200,7.741,4.096,5.481,7.247,8.886,11.425,13.567,17.028,22.805,0.129
90,19.400,8.485,4.018,5.598,6.912,9.652,14.393,19.170,26.905,26.905,0.118
95,31.800,7.814,3.566,5.409,6.509,8.752,11.651,16.094,24.898,44.572,0.128
100,20.600,7.072,3.461,5.661,6.870,8.440,10.070,10.764,11.544,13.952,0.141
105,31.400,8.541,3.523,5.660,7.081,9.354,12.960,18.278,33.461,36.008,0.117
110,19.200,7.599,3.910,5.907,7.480,8.588,10.163,12.573,16.492,16.492,0.132
115,28.000,6.039,2.984,4.767,5.702,6.853,8.588,10.797,13.295,14.635,0.166
