Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,298,298.000,1846,15676,24674,33794,47986,71814,80185,109779,111856,298,0,109779,24674,33794,47986,71814,80185
1,390,390.000,1220,13540,21512,25760,35278,49228,65994,77640,81014,389,1,77640,21512,25760,35278,49228,65994
2,514,514.000,1481,11410,16904,19274,25428,36101,41133,52768,59855,513,1,52768,16904,19274,25428,36101,41133
3,571,571.000,1500,9969,15660,17653,20926,31921,39376,63044,100589,570,1,63044,15660,17653,20926,31921,39376
4,635,635.000,1345,9958,14770,15508,19830,26245,30887,42967,53935,635,0,42967,14770,15508,19830,26245,30887
5,638,638.000,840,9297,14482,15589,19598,26837,33053,47717,64897,637,1,47717,14482,15589,19598,26837,33053
6,683,683.000,1368,9696,14070,14643,19076,24660,28696,40002,48666,683,0,40002,14070,14643,19076,24660,28696
7,530,530.000,1805,11750,16299,19810,22486,31274,34812,52686,995146,529,1,52686,16299,19810,22486,31274,34812
8,465,465.000,1316,10858,17112,20427,25130,37357,47763,85351,117587,465,0,85351,17112,20427,25130,37357,47763
9,342,342.000,1077,10811,19303,31508,48330,57770,67226,82833,1026270,342,0,82833,19303,31508,48330,57770,67226
10,250,250.000,1359,22542,35372,36921,49376,63509,70081,105648,161479,250,0,105648,35372,36921,49376,63509,70081
11,305,305.000,912,19094,32720,33315,40134,45383,54290,170904,186383,305,0,170904,32720,33315,40134,45383,54290
12,430,430.000,841,12033,20992,22778,30303,39291,49585,70445,93074,429,1,70445,20992,22778,30303,39291,49585
13,583,583.000,1261,10366,15891,17137,22051,31277,35233,43871,54446,583,0,43871,15891,17137,22051,31277,35233
14,535,535.000,1101,10503,15577,18674,24105,36421,45631,61348,72589,535,0,61348,15577,18674,24105,36421,45631
15,591,591.000,1345,10519,15265,16965,21103,30609,37220,51539,72225,590,1,51539,15265,16965,21103,30609,37220
16,666,666.000,1238,9447,14032,14925,18911,24308,30243,51274,66550,666,0,51274,14032,14925,18911,24308,30243
17,659,659.000,1119,9869,14809,15193,19425,24277,28346,46344,54140,659,0,46344,14809,15193,19425,24277,28346
18,663,663.000,1301,9349,14720,15007,19014,25170,30702,39935,54837,662,1,39935,14720,15007,19014,25170,30702
19,663,663.000,1229,9680,14152,15076,18983,24005,29528,46481,64567,663,0,46481,14152,15076,18983,24005,29528
20,411,411.000,1243,10083,16669,24560,37527,54828,63324,83715,89942,410,1,83715,16669,24560,37527,54828,63324
21,272,272.000,1498,29479,36014,36181,46076,57827,60489,76948,135769,271,1,76948,36014,36181,46076,57827,60489
22,232,232.000,1551,32274,41600,44594,54649,80460,85013,94637,95014,232,0,94637,41600,44594,54649,80460,85013
23,418,418.000,1408,13026,21329,23322,31175,39666,51833,75110,94972,418,0,75110,21329,23322,31175,39666,51833
24,563,563.000,734,10277,16344,17622,22757,28850,35448,64057,91371,562,1,64057,16344,17622,22757,28850,35448
25,564,564.000,900,9752,16154,17757,22795,33787,40401,50455,59630,563,1,50455,16154,17757,22795,33787,40401
26,577,577.000,1197,10263,14758,17252,20904,31825,40699,69338,79427,577,0,69338,14758,17252,20904,31825,40699
27,543,543.000,1228,10870,15789,18929,21165,28008,35533,51863,1038373,543,0,51863,15789,18929,21165,28008,35533
