Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,408.800,21.260,1.220,12.763,17.549,25.402,38.427,49.073,74.287,111.856,0.047
5,446.000,19.655,1.231,11.800,16.074,21.589,31.523,45.118,68.120,1026.270,0.051
10,354.000,24.760,1.101,13.484,20.523,31.879,42.871,52.605,96.732,186.383,0.040
15,553.000,15.438,1.119,10.899,14.933,19.115,23.350,26.821,38.897,66.550,0.065
20,325.600,28.329,1.319,14.776,23.471,37.869,54.312,64.370,84.116,135.769,0.035
25,505.800,17.135,1.199,11.286,15.611,20.343,26.989,33.340,43.503,1038.373,0.058
30,366.600,24.503,1.199,12.894,17.902,33.520,51.334,59.644,83.250,94.100,0.041
35,441.400,19.691,1.111,12.030,16.985,23.472,35.725,47.060,61.804,90.710,0.051
40,484.200,17.923,1.232,11.332,15.408,20.816,31.293,42.986,58.750,75.532,0.056
45,331.200,26.974,1.232,14.436,22.192,34.228,52.479,62.275,96.413,139.763,0.037
50,516.200,16.728,1.239,11.593,15.438,20.119,24.878,28.825,43.090,970.514,0.060
55,325.200,28.069,1.197,13.618,21.823,41.002,53.889,60.106,77.530,1013.976,0.036
60,459.000,18.662,1.111,12.663,16.458,21.334,28.666,36.643,53.687,910.344,0.054
65,348.400,25.824,1.252,13.037,17.612,38.408,54.687,60.548,106.307,122.541,0.039
70,227.800,39.240,1.224,17.129,28.960,57.780,75.054,92.460,146.896,179.999,0.025
75,404.200,22.069,1.244,12.651,17.488,26.324,44.761,52.717,66.804,84.246,0.045
80,357.400,25.016,1.252,13.664,19.959,31.329,48.870,62.514,89.703,99.009,0.040
85,464.400,18.748,1.236,11.244,15.858,21.516,35.049,47.850,60.307,81.925,0.053
90,368.600,24.295,1.267,13.147,19.886,30.481,41.739,53.752,79.609,1022.833,0.041
95,518.600,16.211,1.171,11.251,15.285,19.521,24.426,27.629,38.843,977.212,0.062
100,345.200,26.143,1.235,14.377,22.727,36.856,46.665,53.746,69.370,77.209,0.038
105,505.400,16.902,1.231,11.269,15.686,20.620,25.762,29.983,41.361,1008.435,0.059
110,331.600,27.102,1.300,12.240,17.448,28.359,50.566,61.476,97.531,663.030,0.037
115,500.600,17.491,1.201,10.804,14.913,20.803,29.791,36.184,75.120,104.807,0.057
