Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,807.400,12.338,0.534,2.784,8.637,17.916,26.522,33.819,59.577,212.342,0.081
5,968.600,10.299,0.562,1.693,7.646,16.046,23.675,28.542,45.660,71.705,0.097
10,1004.200,9.931,0.586,1.674,7.600,14.660,22.449,28.301,45.504,82.948,0.101
15,1033.600,9.655,0.472,1.699,7.228,14.520,22.432,26.857,43.006,80.865,0.104
20,1029.200,9.701,0.470,1.630,6.958,15.103,23.025,27.385,45.221,78.196,0.103
25,930.600,10.716,0.555,1.686,8.113,15.769,23.912,29.565,46.446,829.516,0.093
30,1052.200,9.489,0.519,1.676,6.986,13.915,22.294,27.008,44.551,78.954,0.105
35,1053.000,9.474,0.458,1.666,6.906,14.315,22.470,26.527,44.973,76.613,0.106
40,951.600,10.495,0.534,1.584,8.450,15.891,24.159,29.339,44.680,60.577,0.095
45,990.200,10.068,0.508,1.669,7.310,14.800,22.839,27.771,46.323,982.534,0.099
50,1053.400,9.478,0.475,1.672,7.032,14.179,22.334,26.740,43.780,60.756,0.106
55,962.000,10.369,0.558,1.643,7.768,15.717,23.779,28.631,44.345,78.922,0.096
60,1030.800,9.686,0.439,1.614,7.229,14.417,22.605,27.371,44.087,75.759,0.103
65,1097.800,9.097,0.513,1.570,6.779,13.571,21.762,25.601,42.729,78.415,0.110
70,951.200,10.496,0.490,1.636,7.260,15.902,23.664,28.241,46.146,984.814,0.095
75,1129.800,8.831,0.474,1.636,6.414,12.682,20.340,25.023,43.785,66.379,0.113
80,1118.200,8.925,0.475,1.714,6.684,12.549,21.243,25.305,43.681,80.296,0.112
85,913.800,10.922,0.455,1.602,8.371,16.696,24.849,31.560,46.675,72.640,0.092
90,924.400,10.809,0.514,1.657,7.732,16.311,24.927,32.031,47.292,92.750,0.093
95,966.200,10.346,0.482,1.680,7.599,15.482,23.671,28.931,46.573,106.976,0.097
100,991.600,10.053,0.553,1.641,7.853,15.196,22.665,27.106,44.001,73.151,0.099
105,1069.000,9.347,0.532,1.605,6.648,13.042,21.692,26.628,43.066,983.730,0.107
110,980.200,10.179,0.499,1.612,7.447,15.557,23.143,28.427,44.836,80.103,0.098
115,977.000,10.176,0.388,1.642,7.767,15.482,23.048,27.978,43.859,73.249,0.098
