Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,335.600,14.324,0.623,1.473,13.923,21.938,28.964,34.241,51.942,186.881,0.070
5,441.800,10.779,0.684,1.226,7.910,19.478,24.326,27.122,32.008,55.705,0.093
10,453.000,9.535,0.655,1.145,4.486,17.569,23.397,26.944,34.541,61.286,0.105
15,459.200,10.110,0.733,1.154,6.264,18.516,23.280,26.175,32.243,54.196,0.099
20,458.800,10.027,0.625,1.169,6.292,18.118,23.371,26.547,32.164,59.596,0.100
25,412.400,10.826,0.747,1.158,5.735,19.011,24.293,28.354,33.829,1027.010,0.092
30,470.400,9.926,0.641,1.157,5.248,18.535,23.320,26.170,31.884,54.550,0.101
35,467.800,10.093,0.695,1.192,6.196,18.252,23.855,26.758,31.600,35.102,0.099
40,446.200,9.914,0.684,1.148,4.462,18.283,24.657,28.444,34.426,44.772,0.101
45,454.400,10.548,0.606,1.176,6.495,18.291,23.998,27.145,31.536,1030.681,0.095
50,462.600,10.021,0.738,1.187,6.153,18.365,23.527,26.413,31.195,43.655,0.100
55,456.000,9.753,0.744,1.171,4.119,18.103,23.337,26.917,33.050,70.124,0.103
60,449.600,10.001,0.771,1.160,5.546,18.540,23.771,26.911,32.058,66.982,0.100
65,467.200,9.814,0.631,1.151,6.048,18.111,23.244,25.639,30.148,39.348,0.102
70,480.800,10.224,0.694,1.160,5.547,18.291,23.153,25.929,31.041,1010.823,0.098
75,446.600,8.747,0.690,1.118,3.587,15.819,23.275,26.631,32.430,50.832,0.114
80,499.200,8.387,0.726,1.149,4.286,15.291,21.393,24.071,29.139,38.575,0.119
85,423.800,10.342,0.661,1.143,5.346,18.626,24.943,28.621,34.699,50.638,0.097
90,414.200,10.482,0.766,1.153,4.978,18.846,25.586,30.430,37.413,57.151,0.095
95,466.000,9.994,0.700,1.153,5.118,18.282,23.841,27.112,33.711,55.187,0.100
100,444.200,9.914,0.760,1.134,5.130,18.334,24.139,27.231,32.207,47.809,0.101
105,469.600,10.026,0.703,1.149,5.380,17.625,22.805,25.974,31.232,1018.342,0.100
110,455.400,9.915,0.718,1.155,5.642,18.389,23.892,26.552,31.322,41.777,0.101
115,450.800,9.734,0.755,1.135,4.178,18.377,23.967,26.945,31.565,51.307,0.103
