Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,767.400,13.022,0.523,2.771,8.789,18.195,27.633,36.741,65.428,272.735,0.077
5,976.800,10.197,0.524,1.727,7.342,15.857,23.410,28.216,47.758,84.136,0.098
10,966.000,10.347,0.493,1.563,7.756,15.762,23.374,29.201,47.439,83.389,0.097
15,1031.800,9.672,0.509,1.599,7.351,14.338,22.693,27.001,43.839,84.227,0.103
20,1035.000,9.638,0.538,1.636,6.832,14.538,22.604,27.704,46.572,61.910,0.104
25,925.200,10.788,0.539,1.610,8.034,16.431,23.556,29.353,46.096,1027.010,0.093
30,1036.400,9.639,0.494,1.585,7.144,14.562,22.700,27.270,43.032,78.947,0.104
35,1056.000,9.444,0.531,1.644,6.966,13.908,22.681,26.872,44.354,74.398,0.106
40,986.400,10.127,0.532,1.583,7.462,15.446,23.732,28.929,44.634,67.052,0.099
45,1023.600,9.921,0.477,1.654,7.459,14.328,22.789,27.541,44.646,1030.681,0.101
50,1027.800,9.553,0.478,1.645,6.943,14.338,22.771,27.107,45.827,94.365,0.105
55,994.800,10.020,0.503,1.613,7.169,15.070,23.042,28.736,46.225,87.933,0.100
60,975.600,10.224,0.528,1.551,7.790,15.543,23.469,28.427,45.543,98.501,0.098
65,1057.800,9.444,0.545,1.543,7.012,14.051,22.561,26.613,45.116,78.096,0.106
70,1053.400,9.612,0.522,1.533,6.839,14.292,22.165,26.701,46.264,1010.823,0.104
75,998.600,9.838,0.481,1.532,7.516,14.276,22.934,28.270,45.647,81.733,0.102
80,1136.800,8.790,0.557,1.628,6.450,12.280,20.512,24.690,45.688,82.268,0.114
85,949.600,10.502,0.539,1.526,7.840,15.875,24.179,30.219,46.659,76.098,0.095
90,889.000,11.240,0.536,1.547,8.849,17.061,25.788,32.591,47.893,76.213,0.089
95,1017.800,9.808,0.514,1.554,7.054,14.822,23.369,28.632,45.496,94.875,0.102
100,968.000,10.316,0.556,1.504,8.459,14.952,23.527,28.584,46.438,75.435,0.097
105,1028.400,9.720,0.509,1.520,7.037,14.159,22.048,26.491,44.317,1018.342,0.103
110,1010.000,9.865,0.547,1.567,7.223,15.005,23.177,27.656,45.666,73.089,0.101
115,986.600,10.088,0.537,1.536,7.767,15.405,23.464,28.130,44.985,66.188,0.099
