Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,36.200,5.187,1.387,2.592,3.331,4.665,7.547,10.556,23.656,145.081,0.193
5,41.600,2.687,1.557,2.120,2.372,2.904,3.965,4.966,6.358,9.111,0.372
10,34.000,2.646,1.516,1.923,2.133,2.484,3.261,5.632,12.331,15.473,0.378
15,43.000,2.543,1.563,1.870,2.096,2.511,3.154,4.168,7.435,34.635,0.393
20,47.800,2.600,1.300,1.843,2.059,2.658,4.024,4.755,10.864,21.797,0.385
25,40.200,2.516,1.507,1.798,1.947,2.245,3.040,7.473,11.095,14.011,0.397
30,44.600,2.391,1.434,1.776,2.013,2.442,3.583,5.182,7.238,8.798,0.418
35,37.200,2.433,1.451,1.811,2.036,2.416,3.730,4.670,8.062,12.583,0.411
40,40.000,2.436,1.470,1.795,1.951,2.375,3.016,4.740,10.864,17.268,0.411
45,41.800,2.528,1.445,1.808,1.987,2.454,3.880,6.462,8.645,10.071,0.396
50,42.200,2.416,1.387,1.825,2.063,2.613,3.580,4.596,6.645,7.519,0.414
55,40.400,2.599,1.422,1.754,2.019,2.497,3.806,5.632,10.877,12.356,0.385
60,35.400,2.346,1.348,1.737,1.911,2.221,3.275,5.743,9.922,12.962,0.426
65,42.200,2.403,1.407,1.755,1.954,2.341,3.418,4.312,8.344,14.503,0.416
70,38.400,2.198,1.433,1.770,1.960,2.216,2.784,4.241,6.639,10.039,0.455
75,40.600,2.377,1.428,1.678,1.889,2.155,2.911,4.200,12.940,14.785,0.421
80,46.800,2.524,1.252,1.785,1.997,2.574,3.864,5.934,9.837,13.757,0.396
85,33.000,2.383,1.412,1.776,1.962,2.231,3.061,4.126,11.978,13.917,0.420
90,36.800,2.621,1.405,1.696,1.870,2.102,2.867,3.946,21.885,44.741,0.381
95,44.000,2.290,1.404,1.782,1.932,2.215,2.990,4.391,8.470,10.304,0.437
100,37.000,2.372,1.354,1.769,1.944,2.232,2.862,4.311,12.565,14.831,0.422
105,45.000,2.697,1.372,1.789,2.035,2.669,4.785,6.133,11.123,14.294,0.371
110,38.200,2.319,1.460,1.766,1.942,2.320,3.307,4.381,8.145,9.635,0.431
115,42.800,2.278,1.458,1.734,1.936,2.154,2.729,4.264,11.513,12.401,0.439
