Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.600,5.283,1.964,3.614,4.670,5.674,8.625,10.970,23.294,23.294,0.189
5,20.800,2.372,1.345,1.973,2.245,2.725,3.227,3.328,3.922,4.025,0.422
10,14.400,2.337,1.288,1.719,2.038,2.331,2.953,4.190,15.481,15.481,0.428
15,14.800,2.007,1.206,1.584,1.902,2.187,2.829,3.126,3.792,3.792,0.498
20,14.600,1.811,1.106,1.512,1.711,2.028,2.344,2.573,3.786,3.786,0.552
25,15.400,1.730,1.181,1.430,1.619,1.939,2.317,2.697,3.602,3.602,0.578
30,14.600,1.721,1.257,1.461,1.614,1.814,2.363,2.547,2.776,2.776,0.581
35,12.200,1.860,0.939,1.553,1.705,1.847,2.281,3.205,6.003,6.003,0.538
40,20.000,1.753,1.119,1.438,1.606,1.884,2.318,3.022,4.471,4.471,0.570
45,18.400,2.053,1.102,1.505,1.733,2.377,3.251,3.705,5.091,5.091,0.487
50,10.600,1.758,1.291,1.459,1.602,1.797,2.163,3.007,4.126,4.126,0.569
55,13.200,2.547,1.245,1.514,1.684,2.039,3.057,5.633,26.067,26.067,0.393
60,14.200,1.872,1.143,1.500,1.669,2.020,2.457,3.493,4.287,4.287,0.534
65,16.400,1.771,1.201,1.475,1.573,1.800,2.410,3.090,3.883,3.883,0.565
70,18.200,2.037,1.000,1.448,1.650,2.308,3.032,3.829,10.582,10.582,0.491
75,14.000,2.007,1.247,1.531,1.810,2.156,3.071,3.517,5.855,5.855,0.498
80,16.400,1.753,1.180,1.386,1.553,1.864,2.334,3.161,4.385,4.385,0.571
85,15.600,1.677,1.197,1.389,1.589,1.802,2.156,2.532,3.967,3.967,0.596
90,12.400,1.731,1.095,1.432,1.617,1.806,2.359,2.672,4.204,4.204,0.578
95,11.200,1.824,1.107,1.494,1.697,1.990,2.919,3.068,3.424,3.424,0.548
100,16.200,1.731,1.251,1.473,1.627,1.857,2.294,2.559,3.122,3.122,0.578
105,14.600,1.748,1.171,1.443,1.568,1.856,2.237,3.042,4.432,4.432,0.572
110,12.600,1.688,1.101,1.395,1.559,1.790,2.228,2.686,3.769,3.769,0.592
115,14.800,1.662,1.006,1.401,1.590,1.868,2.104,2.501,3.099,3.099,0.602
