Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,339,339.000,871,12801,20493,29871,35053,59977,76968,216667,241064,338,1,216667,20493,29871,35053,59977,76968
1,431,431.000,799,1567,23131,22835,39809,56958,66058,93509,136565,430,1,93509,23131,22835,39809,56958,66058
2,465,465.000,847,1404,23043,21492,33258,49702,58642,83398,116143,464,1,83398,23043,21492,33258,49702,58642
3,269,269.000,1054,1336,20495,50848,32558,49262,67096,994828,1040077,268,1,994828,20495,50848,32558,49262,67096
4,320,320.000,1027,1349,19867,19611,32587,48011,56730,69592,98426,320,0,69592,19867,19611,32587,48011,56730
5,494,494.000,756,1329,23069,20152,32429,42047,55878,90413,171347,494,0,90413,23069,20152,32429,42047,55878
6,556,556.000,737,1281,23138,17935,32092,40441,48565,73412,97008,556,0,73412,23138,17935,32092,40441,48565
7,522,522.000,686,1229,23567,19129,32453,41057,49166,57496,100281,521,1,57496,23567,19129,32453,41057,49166
8,442,442.000,816,1245,23693,22767,32279,40198,65948,184081,242557,442,0,184081,23693,22767,32279,40198,65948
9,525,525.000,907,1230,23766,18860,32420,40526,48971,65248,82256,525,0,65248,23766,18860,32420,40526,48971
10,530,530.000,872,1241,23867,18765,32425,39286,42176,64352,90569,530,0,64352,23867,18765,32425,39286,42176
11,508,508.000,872,1226,23503,19831,32456,44083,52250,81869,98342,508,0,81869,23503,19831,32456,44083,52250
12,576,576.000,872,1192,23570,17455,32178,33632,41264,57778,83136,575,1,57778,23570,17455,32178,33632,41264
13,560,560.000,885,1198,23623,17687,32270,33851,46572,57496,91341,559,1,57496,23623,17687,32270,33851,46572
14,567,567.000,885,1220,23737,17599,32221,33568,40692,56930,73117,566,1,56930,23737,17599,32221,33568,40692
15,598,598.000,882,1184,21214,16652,32109,33750,41106,56959,82347,597,1,56959,21214,16652,32109,33750,41106
16,539,539.000,881,1184,23823,18569,32600,40353,42534,57488,81923,538,1,57488,23823,18569,32600,40353,42534
17,582,582.000,751,1180,23457,17244,32218,34445,42089,65001,73297,581,1,65001,23457,17244,32218,34445,42089
18,415,415.000,819,1182,23938,23990,32380,40055,73896,191739,223532,414,1,191739,23938,23990,32380,40055,73896
19,527,527.000,834,1200,24183,18811,32533,39798,41195,57469,65611,527,0,57469,24183,18811,32533,39798,41195
20,554,554.000,865,1190,23661,18075,32310,34367,48070,57688,66096,554,0,57688,23661,18075,32310,34367,48070
21,547,547.000,743,1162,23834,18317,32387,39953,41133,57147,73907,546,1,57147,23834,18317,32387,39953,41133
22,560,560.000,683,1172,23790,17899,32290,33656,41311,61823,90909,559,1,61823,23790,17899,32290,33656,41311
23,551,551.000,840,1177,23800,18115,32219,33727,41188,57738,99307,550,1,57738,23800,18115,32219,33727,41188
24,574,574.000,877,1172,23700,17308,32208,33532,40816,57570,74114,573,1,57570,23700,17308,32208,33532,40816
25,548,548.000,858,1183,23988,18385,32419,33724,40945,57052,65078,547,1,57052,23988,18385,32419,33724,40945
26,519,519.000,892,1175,23124,19219,32355,40414,49172,116165,149790,518,1,116165,23124,19219,32355,40414,49172
27,583,583.000,891,1155,23241,17126,32199,33520,40940,66482,89985,582,1,66482,23241,17126,32199,33520,40940
28,543,543.000,884,1202,23964,18355,32318,33611,40584,52633,82250,542,1,52633,23964,18355,32318,33611,40584
29,482,482.000,885,1189,23456,20661,32373,39807,48997,183719,198776,481,1,183719,23456,20661,32373,39807,48997
30,565,565.000,813,1160,23709,17724,32284,33591,40793,57315,74199,565,0,57315,23709,17724,32284,33591,40793
31,469,469.000,781,1180,23765,21266,32283,33763,41883,224498,225541,468,1,224498,23765,21266,32283,33763,41883
32,574,574.000,777,1155,23730,17517,32260,33530,40722,57297,66397,573,1,57297,23730,17517,32260,33530,40722
