Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,202.800,10.660,0.750,1.565,2.768,15.994,28.921,35.383,52.671,195.355,0.094
5,260.600,7.561,0.704,1.295,1.677,8.716,25.198,31.607,40.757,63.518,0.132
10,290.800,4.762,0.801,1.187,1.439,3.779,14.502,22.535,34.309,56.871,0.210
15,325.400,3.398,0.763,1.186,1.419,3.092,9.023,14.429,22.404,33.747,0.294
20,325.200,3.456,0.796,1.158,1.412,3.030,9.175,14.195,22.702,42.573,0.289
25,323.400,3.561,0.826,1.165,1.403,2.979,10.481,14.829,23.252,34.349,0.281
30,324.200,3.577,0.812,1.154,1.400,2.958,10.400,14.617,23.630,93.625,0.280
35,356.200,3.306,0.786,1.160,1.396,2.932,8.444,13.899,22.395,106.872,0.302
40,293.600,3.518,0.802,1.166,1.407,2.975,10.996,14.808,23.747,38.778,0.284
45,309.800,3.554,0.829,1.163,1.411,3.076,10.292,14.720,24.082,35.163,0.281
50,309.400,3.473,0.819,1.159,1.415,3.005,10.623,14.121,23.492,46.749,0.288
55,313.000,3.310,0.807,1.186,1.481,3.055,8.120,14.164,21.846,39.396,0.302
60,275.800,4.034,0.805,1.184,1.515,3.293,12.455,16.403,23.693,36.363,0.248
65,1356.600,1.076,0.103,0.297,0.442,0.717,2.201,3.116,14.652,50.305,0.930
70,5348.400,0.435,0.100,0.238,0.340,0.472,0.608,0.669,2.254,48.673,2.299
75,4504.800,0.419,0.103,0.303,0.402,0.513,0.618,0.654,0.704,32.938,2.387
80,4433.600,0.414,0.103,0.308,0.403,0.518,0.616,0.650,0.703,29.472,2.413
85,4511.800,0.423,0.102,0.311,0.407,0.527,0.619,0.651,0.701,31.207,2.365
90,4519.000,0.424,0.102,0.310,0.402,0.521,0.618,0.651,0.701,41.511,2.360
95,4516.200,0.424,0.103,0.311,0.413,0.527,0.621,0.653,0.701,37.442,2.358
100,4459.400,0.425,0.101,0.314,0.410,0.529,0.620,0.653,0.704,46.174,2.354
105,4448.200,0.423,0.103,0.310,0.405,0.522,0.616,0.650,0.703,45.802,2.365
110,4593.200,0.416,0.102,0.300,0.399,0.513,0.616,0.650,0.699,41.382,2.406
115,4524.800,0.421,0.102,0.319,0.414,0.528,0.619,0.652,0.700,3.168,2.375
