Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,692,692.000,3726,9785,12121,14448,15935,23322,31205,44134,74788
1,755,755.000,2124,9607,11783,13206,14482,20365,24985,32752,70314
2,533,533.000,3200,8966,10966,31218,13734,19946,30828,970680,1017784
3,264,264.000,2962,9523,11722,12714,14484,18341,21934,29396,32635
4,828,828.000,1891,9220,11366,12067,13694,16837,20135,30083,60704
5,827,827.000,1224,9166,10906,11753,13363,16456,20174,27781,42305
6,837,837.000,2476,9212,11082,11957,13112,16179,20281,43155,55740
7,810,810.000,2887,8984,10802,12303,13259,15925,20828,74267,86185
8,883,883.000,1885,8903,10726,11279,12866,15186,18643,25030,38126
9,886,886.000,2040,8646,10588,11290,12979,15568,18280,24590,45280
10,866,866.000,1189,8863,10550,11204,12722,15429,18497,24411,35942
11,633,633.000,2178,8951,11035,25336,13313,16945,21920,867657,1022821
12,268,268.000,2499,9220,11311,14789,14421,19501,21827,28213,664119
13,887,887.000,1624,8600,10515,11252,12757,15571,18799,26891,37570
14,404,404.000,2786,8966,11166,32373,13117,15474,21094,919285,1023432
15,575,575.000,3311,9281,11230,12019,13568,16973,20839,27599,36324
16,821,821.000,1789,8683,10802,12148,13170,15876,19168,72305,90715
17,875,875.000,2203,8848,10842,11438,12828,15486,19082,25149,35801
18,879,879.000,2846,8750,10880,11357,13000,15509,18043,26655,36925
19,882,882.000,1748,8856,10905,11310,13169,15170,17638,23197,30585
20,801,801.000,2581,8977,10962,12499,13040,16681,19775,78539,102113
21,896,896.000,2275,8489,10455,11139,12578,15164,18377,27014,33304
22,897,897.000,1582,8546,10578,11172,12677,15008,17759,26834,32659
23,902,902.000,2204,8475,10425,11029,12587,14945,17824,22973,35261
24,845,845.000,1831,8728,10788,11836,12688,15217,18467,70258,83398
25,889,889.000,2620,8776,10817,11239,12671,15215,17412,25042,27709
26,885,885.000,2605,8812,10704,11290,13024,15411,18683,24716,29386
27,884,884.000,2061,9006,10725,11286,12746,15381,17486,23961,33708
28,804,804.000,1915,9282,11170,12415,13254,16084,19881,75221,86452
29,524,524.000,2758,8841,10473,28947,13079,16783,20748,961702,1018149
30,426,426.000,2783,8772,10760,11297,12599,15129,18481,25110,40267
31,850,850.000,2137,8797,10718,11778,12940,16029,20572,37209,45088
32,878,878.000,2115,8662,10711,11386,12913,15575,19051,24574,37897
33,833,833.000,2400,8874,10847,11977,13014,15282,18297,68975,82226
34,913,913.000,1846,8444,10285,10970,12549,14646,18132,24425,53109
35,535,535.000,3295,8684,10473,26137,12258,15014,18148,765443,1018949
36,347,347.000,3272,9268,11360,34569,13583,18372,23021,973246,1018954
37,248,248.000,2503,10030,12093,16071,15298,20717,27059,40242,670081
38,881,881.000,1673,8730,10589,11333,12920,15639,18637,26873,36884
39,789,789.000,2454,9473,11309,12691,13515,16516,20381,82387,98451
40,912,912.000,1953,8593,10379,10909,12557,14145,16378,23007,37090
41,611,611.000,1830,8436,10019,25529,12187,15214,19634,906124,1024491
42,381,381.000,2106,8839,11012,11544,13375,15374,17919,27294,34489
43,832,832.000,1766,8592,10484,12030,13047,16092,19289,75572,81994
44,802,802.000,2992,9317,11315,12454,14144,19383,22702,28562,40144
45,881,881.000,2391,8600,10572,11329,12860,15928,18992,26328,36903
46,894,894.000,1846,8685,10690,11142,12951,15213,17339,22019,29024
47,834,834.000,1786,8521,10591,11993,12976,15194,19212,78893,88939
48,911,911.000,1745,8625,10349,10975,12531,14735,17633,23650,30143
49,809,809.000,1733,8751,10754,22805,12697,14757,17436,905622,1017679
50,121,121.000,3929,9271,11789,12606,14193,19587,23267,27551,35583
51,896,896.000,1808,8545,10673,11175,12895,15363,18365,23505,31509
52,842,842.000,1876,8606,10762,11871,12934,15326,17929,68615,81028
53,915,915.000,1863,8660,10383,10880,12460,14750,16897,22043,27758
54,915,915.000,1644,8717,10430,10927,12589,14660,16765,22013,31661
55,898,898.000,1887,8822,10811,11165,12759,15021,16890,23139,30063
56,832,832.000,2576,8893,10651,11978,12972,16003,19101,67645,77512
57,880,880.000,1607,8528,10680,11363,12794,15521,19739,30267,46524
58,889,889.000,2027,8871,10604,11206,12763,15345,17605,25418,33457
59,897,897.000,2071,8682,10535,11148,12760,15174,17517,25398,41680
60,838,838.000,2050,8787,10669,11928,12926,15616,18132,68199,76840
61,868,868.000,2091,8706,10620,11500,12735,15996,19254,38615,48157
62,904,904.000,1908,8658,10644,11057,12456,14696,17231,24923,31015
63,897,897.000,2089,8844,10594,11119,12657,14757,17086,24638,34188
64,866,866.000,2067,8774,10429,11565,12544,14522,16662,68362,85642
65,893,893.000,1699,8521,10620,11190,12817,15280,17732,27319,32512
66,893,893.000,1663,8822,10718,11165,12730,14781,17208,26538,32352
67,897,897.000,2121,8722,10768,11175,12791,14773,17837,22984,27481
68,850,850.000,2161,8695,10423,11730,12828,15485,18279,67774,76751
