Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,523.800,19.066,0.792,5.467,12.168,23.492,47.113,62.576,93.392,128.643,0.052
5,903.200,11.062,0.666,3.738,6.216,13.516,19.420,26.900,46.711,635.870,0.090
10,722.600,13.799,0.799,3.900,8.753,18.220,32.978,44.404,62.943,97.210,0.072
15,944.200,10.540,0.555,3.699,6.433,14.028,21.583,31.864,54.162,93.711,0.095
20,814.200,12.319,0.817,3.873,8.054,15.756,27.319,36.034,53.913,1044.442,0.081
25,743.200,13.373,0.796,4.124,9.090,18.070,30.979,40.048,58.249,110.098,0.075
30,958.400,10.407,0.688,3.576,6.038,13.096,18.543,24.852,39.067,652.882,0.096
35,615.400,16.241,0.515,4.483,11.393,23.446,37.981,46.374,63.111,120.481,0.062
40,924.000,10.808,0.801,3.759,7.169,14.683,21.744,28.989,46.097,1018.381,0.093
45,785.000,12.721,0.564,3.901,8.155,16.569,30.780,38.359,58.164,130.226,0.079
50,807.600,12.351,0.673,3.941,8.029,16.312,26.311,38.102,54.782,1024.752,0.081
55,933.000,10.727,0.665,3.525,6.103,13.166,19.126,25.160,44.106,649.592,0.093
60,641.200,15.585,0.619,4.421,10.897,22.310,36.354,44.649,62.770,94.870,0.064
65,1049.200,9.486,0.629,3.996,6.316,12.027,19.073,25.484,42.739,1002.179,0.105
70,583.200,17.311,0.792,4.312,8.881,22.931,45.209,57.633,87.908,135.599,0.058
75,656.200,16.565,0.810,4.310,9.191,18.092,33.828,47.951,87.917,688.191,0.060
80,454.000,19.862,0.640,4.695,13.788,28.184,43.907,58.980,97.155,234.437,0.050
85,745.200,13.375,0.603,3.960,8.220,16.861,29.743,40.424,82.821,166.435,0.075
90,719.000,13.954,0.681,4.110,9.796,19.746,31.112,38.359,61.471,98.292,0.072
95,1014.600,9.795,0.593,3.697,6.379,14.187,20.134,26.092,38.548,67.547,0.102
100,649.000,15.422,0.664,3.890,8.636,18.715,33.394,42.501,70.879,618.588,0.065
105,896.000,11.134,0.733,3.829,7.193,15.619,24.026,33.127,45.972,100.340,0.090
110,984.200,10.156,0.730,3.693,6.489,14.022,20.382,27.477,44.471,1012.759,0.098
115,680.400,14.565,0.662,4.178,10.214,19.631,33.642,42.668,59.018,124.172,0.069
