Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,356,356.000,855,8513,19843,27907,37531,51552,72003,191784,221984,355,1,191784,19843,27907,37531,51552,72003
1,687,687.000,577,1422,12885,14625,23399,35172,43303,55714,71866,687,0,55714,12885,14625,23399,35172,43303
2,686,686.000,577,1290,13101,18849,21542,31059,39499,67060,1042889,686,0,67060,13101,18849,21542,31059,39499
3,287,287.000,959,1370,14931,24212,22324,38670,50358,743020,769588,287,0,743020,14931,24212,22324,38670,50358
4,775,775.000,530,1261,13568,12874,20497,27318,32502,48882,78167,774,1,48882,13568,12874,20497,27318,32502
5,791,791.000,808,1180,13052,12672,20208,27270,33182,56629,116507,791,0,56629,13052,12672,20208,27270,33182
6,849,849.000,739,1136,12043,11647,19314,25093,32329,43706,58579,849,0,43706,12043,11647,19314,25093,32329
7,791,791.000,775,1168,12299,12631,19430,25128,32239,80759,107082,790,1,80759,12299,12631,19430,25128,32239
8,896,896.000,767,1153,12145,11103,18307,22510,27342,42819,63715,895,1,42819,12145,11103,18307,22510,27342
9,927,927.000,738,1126,11622,10768,18333,22663,25965,41905,52877,926,1,41905,11622,10768,18333,22663,25965
10,855,855.000,703,1144,13148,11706,18772,23435,28821,44399,70487,855,0,44399,13148,11706,18772,23435,28821
11,874,874.000,744,1135,13285,11412,18758,22795,25201,41141,57307,873,1,41141,13285,11412,18758,22795,25201
12,925,925.000,725,1108,11844,10753,18330,22397,25543,33836,50171,924,1,33836,11844,10753,18330,22397,25543
13,905,905.000,698,1093,12177,11073,18505,23054,26972,40443,61463,904,1,40443,12177,11073,18505,23054,26972
14,849,849.000,707,1109,12106,11756,18537,23551,29823,65184,99057,849,0,65184,12106,11756,18537,23551,29823
15,908,908.000,713,1113,12529,10976,18421,22432,25404,38452,60364,907,1,38452,12529,10976,18421,22432,25404
16,901,901.000,739,1101,12565,11093,18529,22733,26851,35839,73125,901,0,35839,12565,11093,18529,22733,26851
17,889,889.000,727,1115,12607,11185,18830,22834,26736,42782,56434,889,0,42782,12607,11185,18830,22834,26736
18,875,875.000,750,1119,12601,11438,19099,22857,28191,45551,58479,875,0,45551,12601,11438,19099,22857,28191
19,898,898.000,772,1118,12697,11081,17970,22277,26259,43655,58783,898,0,43655,12697,11081,17970,22277,26259
20,894,894.000,691,1105,11305,11176,18541,23142,29069,67208,85810,893,1,67208,11305,11176,18541,23142,29069
21,987,987.000,721,1104,11381,10172,17869,21858,24697,36348,49162,986,1,36348,11381,10172,17869,21858,24697
22,902,902.000,723,1107,12634,11057,18589,22314,26091,39965,72603,902,0,39965,12634,11057,18589,22314,26091
23,942,942.000,701,1137,11238,10588,17871,22368,26772,41358,63340,941,1,41358,11238,10588,17871,22368,26772
24,903,903.000,740,1141,12362,11074,18381,22049,26508,42620,65464,903,0,42620,12362,11074,18381,22049,26508
25,929,929.000,743,1127,12284,10714,18111,22157,25860,36995,47866,929,0,36995,12284,10714,18111,22157,25860
26,918,918.000,735,1143,12068,10861,17860,22867,25572,39373,60329,917,1,39373,12068,10861,17860,22867,25572
27,850,850.000,749,1094,12535,11781,18603,23022,27173,72612,90900,849,1,72612,12535,11781,18603,23022,27173
