Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2031.400,4.893,1.111,2.355,3.175,4.644,10.732,15.802,22.872,135.050,0.204
5,1883.000,5.295,1.015,2.769,3.799,5.312,11.380,15.850,22.127,81.551,0.189
10,1171.800,8.527,0.932,3.262,4.541,11.000,22.856,27.664,34.119,51.712,0.117
15,593.400,16.824,1.326,13.355,16.971,20.818,24.015,25.914,30.301,53.619,0.059
20,617.200,16.368,1.318,12.648,16.181,19.488,22.776,25.246,32.950,987.851,0.061
25,539.800,18.290,1.199,13.576,18.211,22.740,26.867,30.301,39.143,63.337,0.055
30,610.200,16.359,1.270,13.040,16.614,20.173,23.206,25.345,31.164,50.274,0.061
35,600.000,16.652,1.233,12.526,16.029,19.783,23.541,26.771,41.731,1025.012,0.060
40,546.000,18.281,1.427,14.065,18.529,22.682,26.707,28.853,35.022,60.216,0.055
45,616.600,16.522,1.188,12.956,16.518,19.997,22.966,24.773,29.004,1035.964,0.061
50,617.600,15.859,1.267,12.125,15.985,19.347,22.907,25.324,36.882,61.618,0.063
55,528.200,18.916,1.278,14.173,18.779,23.319,27.522,29.724,34.244,924.992,0.053
60,627.800,15.900,1.210,12.517,16.193,19.616,22.906,24.652,29.257,47.490,0.063
65,628.800,16.150,1.246,12.142,15.756,19.234,22.708,25.301,35.422,1014.856,0.062
70,485.800,20.204,1.255,15.002,19.857,24.680,30.243,34.846,46.605,59.038,0.049
75,588.800,16.975,1.294,12.733,16.272,19.832,23.086,25.429,31.763,1012.074,0.059
80,569.600,17.574,1.222,12.983,17.692,21.959,26.685,29.233,35.376,51.978,0.057
85,563.200,17.702,1.298,13.978,18.229,21.731,24.841,26.883,31.434,41.096,0.056
90,633.600,15.755,1.197,12.412,15.892,19.563,22.689,24.898,30.865,37.597,0.063
95,556.600,17.946,1.274,12.760,17.270,22.250,26.871,29.685,37.140,985.587,0.056
100,584.200,17.097,1.234,13.612,17.642,21.066,24.031,26.081,31.573,49.107,0.058
105,647.400,15.427,1.237,12.233,15.759,19.167,22.050,24.036,27.404,41.404,0.065
110,566.600,17.641,1.374,12.914,17.369,22.000,26.439,29.955,37.882,66.545,0.057
115,572.200,17.358,1.411,13.564,17.480,20.937,23.933,26.094,30.452,923.338,0.058
