Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2741,2741.000,881,1727,2156,3640,3577,8445,9634,16924,37226
1,3104,3104.000,829,1705,2211,3197,2982,4878,10042,18369,45729
2,3181,3181.000,781,1651,2160,3129,2974,5172,9661,16720,52197
3,3328,3328.000,967,1792,2298,2990,3058,4392,8335,15283,22832
4,3304,3304.000,932,1757,2286,3014,3018,4482,8536,15358,23308
5,3316,3316.000,919,1757,2277,3010,3055,4402,8312,15469,29064
6,3377,3377.000,948,1780,2247,2942,2991,4316,8572,14640,23849
7,3288,3288.000,864,1761,2304,3033,3046,4526,8861,14901,61491
8,3279,3279.000,893,1875,2406,3034,3195,4553,7542,13993,20464
9,3272,3272.000,829,1780,2279,3045,2978,4431,9145,15220,49352
10,3333,3333.000,1004,1851,2377,2992,3124,4466,8132,13011,21507
11,3254,3254.000,957,1861,2400,3054,3192,4544,8507,14424,24842
12,3340,3340.000,915,1693,2221,2984,2946,4300,8184,15237,42159
13,3267,3267.000,953,1874,2407,3055,3147,4436,8591,14008,19206
14,3259,3259.000,926,1865,2400,3049,3159,4675,7662,14353,39753
15,3153,3153.000,921,1836,2370,3159,3059,4612,8806,14573,62487
16,3254,3254.000,981,1957,2503,3064,3257,4542,7341,13542,24072
17,3363,3363.000,785,1699,2176,2963,2867,4346,9405,16427,38082
18,3376,3376.000,913,1882,2408,2947,3067,4244,7401,13655,22442
19,3282,3282.000,888,1910,2415,3036,3137,4439,7899,14145,19570
20,3291,3291.000,1003,1961,2495,3028,3216,4348,7280,13332,17753
21,3380,3380.000,1004,1872,2390,2944,3068,4131,7671,13701,23915
22,3225,3225.000,1014,1900,2467,3092,3196,4629,7973,13483,42623
23,3418,3418.000,865,1672,2212,2913,2951,4203,8530,15767,26704
24,3370,3370.000,833,1588,2107,2962,2889,4350,9907,17325,29881
25,3300,3300.000,886,1736,2299,3015,3097,4345,8772,16126,21979
26,3270,3270.000,861,1729,2291,3055,3056,4947,9196,15641,22628
27,3336,3336.000,883,1754,2286,2984,3048,4313,8415,15769,26179
28,3252,3252.000,877,1799,2366,3071,3137,4710,8494,15450,24714
29,3251,3251.000,891,1775,2325,3069,3074,4714,9206,15872,22896
30,3309,3309.000,872,1870,2380,3011,3089,4293,8077,14259,21421
31,3315,3315.000,897,1910,2426,3008,3128,4202,7326,14692,19860
32,3330,3330.000,812,1878,2376,2996,3055,4207,7897,14651,20480
33,3295,3295.000,824,1844,2372,3018,3111,4326,7910,14616,22402
34,3229,3229.000,980,1826,2358,3095,3136,4513,8976,15199,25703
35,3289,3289.000,976,1940,2481,3021,3200,4366,7264,13694,21528
36,3207,3207.000,869,1820,2390,3114,3116,4712,8885,14703,56469
37,3267,3267.000,918,1894,2426,3048,3170,4496,8010,14646,20941
38,3272,3272.000,889,1894,2440,3053,3203,4473,7990,14546,20653
39,3245,3245.000,825,1940,2508,3069,3187,4315,8132,14075,20974
40,3001,3001.000,1008,2199,2846,3326,3685,4875,7061,12648,35760
41,2805,2805.000,1186,2370,3004,3555,3832,5522,7617,14067,21226
42,2569,2569.000,1219,2606,3349,3884,4277,5822,8496,13771,20503
43,1379,1379.000,971,2983,4416,7253,11661,15508,17567,20848,28331
44,808,808.000,931,9543,12322,12335,15058,17855,19908,23606,29602
45,787,787.000,886,9787,12726,12971,15222,17947,20518,34400,49083
46,693,693.000,1795,10909,14220,14169,17036,19785,22216,38739,50778
47,818,818.000,924,9825,12173,12219,14835,16916,17992,20733,72815
48,618,618.000,795,10471,14101,16345,23029,27677,30701,33739,61936
49,449,449.000,2567,17793,21304,22048,25920,32882,36515,41092,44095
50,550,550.000,959,13801,17346,18962,20704,24262,25744,31304,1013458
51,587,587.000,879,12542,16102,16280,19228,23362,26260,31994,43820
52,719,719.000,1415,11094,13971,13916,16825,19781,22068,25928,36168
53,728,728.000,901,11021,13802,13707,16221,18741,21568,29475,43475
54,778,778.000,1158,10490,12898,12875,15620,18243,19476,22511,26013
55,793,793.000,1410,10081,12764,12564,15149,17451,19475,28133,31232
56,779,779.000,1728,10430,13107,12865,15642,17970,19620,22819,35992
57,821,821.000,1244,9740,12513,12170,14744,16919,18682,22158,25714
58,801,801.000,973,9956,12589,12477,15013,17730,19918,23292,28134
59,798,798.000,874,9869,12593,12461,15003,17387,19294,26064,35242
60,653,653.000,990,12053,15162,15382,18241,21154,23467,48644,54507
61,814,814.000,1336,9914,12365,12287,15041,17479,18702,21454,26974
62,728,728.000,974,10091,12991,13693,16264,22631,27027,28580,32371
63,459,459.000,2324,19698,22764,21718,25073,28085,29798,31401,45471
64,627,627.000,1607,13196,16230,16116,19644,21868,23978,27716,48129
65,647,647.000,1328,12844,15392,15324,18514,21253,22792,25028,28622
66,685,685.000,1736,11693,14603,14565,17759,20807,22096,24964,36611
67,751,751.000,1193,10346,13341,13318,16112,19396,22465,25938,30807
68,778,778.000,1143,10751,13111,12874,15459,18096,19227,21969,25222
69,802,802.000,822,10096,12830,12484,15474,17463,18962,21669,24868
70,777,777.000,942,10308,12810,12780,15313,18034,20218,29722,36950
71,815,815.000,966,10012,12670,12316,15073,17424,18811,21787,25426
72,808,808.000,1006,9634,12532,12324,14987,17872,19383,22310,32823
73,819,819.000,1205,9891,12183,12238,14858,16992,18452,21995,24418
74,687,687.000,1031,11263,14508,14513,17276,19591,21718,51761,63818
75,814,814.000,1111,9990,12464,12302,14725,17183,18990,22624,32181
76,786,786.000,1081,9581,12374,13115,15488,19182,23959,42717,43693
77,445,445.000,863,20328,22373,21994,25096,26915,29504,39227,39349
78,559,559.000,1273,15178,17958,17667,20929,23386,26333,29398,31192
79,625,625.000,2318,13138,16183,16091,19242,22324,24922,28355,42671
80,684,684.000,1285,11879,14922,14530,17842,20521,22396,25855,30214
81,769,769.000,1529,10630,13037,13000,16002,18431,20182,22653,29110
82,773,773.000,1140,10558,13182,12960,15835,18047,19448,23570,34054
83,763,763.000,1997,10952,13276,13054,15624,17607,19172,22037,23382
84,815,815.000,936,9743,12383,12399,15245,17310,18885,26071,30108
85,791,791.000,1358,10137,12877,12500,15305,17404,18851,21841,26415
86,776,776.000,951,10039,12879,12953,15751,18804,20606,25180,29732
87,808,808.000,855,9879,12352,12315,15047,17704,18753,21712,24533
88,728,728.000,1042,10504,13091,13773,16265,19166,22216,52014,62666
89,782,782.000,1662,10038,12587,12733,15057,17997,19582,29680,39536
90,820,820.000,1311,9889,12249,12184,14835,17084,18468,20764,28421
91,529,529.000,998,11373,17365,19019,25709,33085,35194,51313,51720
92,500,500.000,1912,18440,20587,19858,22740,24570,26533,34778,35323
93,634,634.000,1360,13554,16536,15857,18497,21319,23166,30960,34910
94,683,683.000,1887,12441,14914,14575,17260,19562,21479,26271,40969
95,732,732.000,980,11041,14156,13611,16590,18983,20245,24138,28569
96,774,774.000,1758,10368,12805,12895,15707,18102,19427,24285,29785
97,750,750.000,1610,10923,13500,13353,15885,18623,19888,22754,43742
98,779,779.000,1409,10305,13043,12893,15635,18041,19678,21426,27536
99,797,797.000,1119,10121,12724,12513,15106,17619,19318,21918,29333
100,761,761.000,856,10059,13191,13180,16005,19438,21562,27517,41634
101,777,777.000,786,9519,12013,13595,15191,18073,20441,24260,996904
102,551,551.000,1630,13220,16046,16981,19436,24012,28220,54190,58957
103,822,822.000,875,9433,12516,12165,14832,17680,18803,22590,23643
104,836,836.000,1273,9437,12101,11954,14573,17300,18676,21699,30939
105,447,447.000,1376,14584,24211,22545,28982,33956,38509,42837,74742
106,494,494.000,1985,16159,20883,20280,24708,28620,29902,33495,39614
107,525,525.000,1801,14929,18469,18949,22512,25420,32667,38880,55823
108,615,615.000,1045,12652,16079,16173,19598,23248,26071,31796,42576
109,693,693.000,2009,12112,14542,14424,17297,20270,22132,25016,27948
110,762,762.000,1034,10542,13308,13141,16249,18922,20380,23373,32198
111,764,764.000,1247,10685,13470,13110,16140,18208,19267,22123,31344
112,769,769.000,1020,10337,13037,12915,15532,17878,19404,23811,27722
113,755,755.000,978,10361,12694,13746,15068,17234,19097,22942,967462
114,676,676.000,1238,10707,13887,14226,16949,20990,24137,32824,35867
115,766,766.000,930,9880,12968,13061,16056,18886,20281,35599,50215
116,798,798.000,1499,10102,12781,12541,15097,17770,19385,21685,24107
117,825,825.000,812,9702,12353,12102,14664,17095,18545,21270,24672
118,513,513.000,2051,12262,20903,19676,26415,30037,31141,35023,43413
119,483,483.000,3969,17815,20202,19910,21836,24531,27816,35441,40438
