time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,720,720.000,720.000,80881,80881,719,1
1,586,586.000,586.000,71680,71680,586,0
2,323,323.000,323.000,79058,79058,323,0
3,439,439.000,439.000,69934,69934,439,0
4,529,529.000,529.000,51596,51596,529,0
5,598,598.000,598.000,57143,57143,598,0
6,605,605.000,605.000,42272,42272,605,0
7,636,636.000,636.000,54409,54409,635,1
8,630,630.000,630.000,43860,43860,630,0
9,482,482.000,482.000,80121,80121,482,0
10,516,516.000,516.000,70162,70162,516,0
11,298,298.000,298.000,105281,105281,298,0
12,270,270.000,270.000,99123,99123,270,0
13,304,304.000,304.000,170426,170426,304,0
14,426,426.000,426.000,71123,71123,426,0
15,559,559.000,559.000,48717,48717,558,1
16,539,539.000,539.000,56693,56693,538,1
17,613,613.000,613.000,51580,51580,613,0
18,627,627.000,627.000,50781,50781,627,0
19,651,651.000,651.000,41655,41655,650,1
20,689,689.000,689.000,42387,42387,688,1
21,695,695.000,695.000,39101,39101,695,0
22,360,360.000,360.000,84166,84166,360,0
23,276,276.000,276.000,76745,76745,276,0
24,209,209.000,209.000,94291,94291,209,0
25,460,460.000,460.000,58845,58845,460,0
26,563,563.000,563.000,68045,68045,563,0
27,583,583.000,583.000,47819,47819,583,0
28,606,606.000,606.000,67430,67430,605,1
29,497,497.000,497.000,58268,58268,497,0
30,607,607.000,607.000,44367,44367,606,1
31,648,648.000,648.000,46064,46064,647,1
32,631,631.000,631.000,43262,43262,631,0
33,594,594.000,594.000,78097,78097,593,1
34,214,214.000,214.000,93806,93806,214,0
35,315,315.000,315.000,71049,71049,314,1
36,345,345.000,345.000,89199,89199,345,0
37,409,409.000,409.000,70653,70653,409,0
38,523,523.000,523.000,63327,63327,523,0
39,594,594.000,594.000,50617,50617,594,0
40,452,452.000,452.000,78544,78544,451,1
41,627,627.000,627.000,47305,47305,627,0
42,662,662.000,662.000,41824,41824,662,0
43,669,669.000,669.000,51912,51912,669,0
44,633,633.000,633.000,43640,43640,633,0
45,576,576.000,576.000,62770,62770,576,0
46,279,279.000,279.000,66774,66774,279,0
47,245,245.000,245.000,106344,106344,245,0
48,292,292.000,292.000,68279,68279,292,0
49,408,408.000,408.000,82851,82851,408,0
50,514,514.000,514.000,69525,69525,513,1
51,543,543.000,543.000,72046,72046,543,0
52,585,585.000,585.000,48039,48039,585,0
53,652,652.000,652.000,54100,54100,652,0
54,653,653.000,653.000,40027,40027,653,0
55,617,617.000,617.000,49752,49752,616,1
56,519,519.000,519.000,59459,59459,519,0
57,588,588.000,588.000,69906,69906,588,0
58,237,237.000,237.000,76643,76643,237,0
59,294,294.000,294.000,67182,67182,294,0
60,365,365.000,365.000,82065,82065,365,0
61,421,421.000,421.000,70996,70996,421,0
62,376,376.000,376.000,90046,90046,376,0
63,458,458.000,458.000,75061,75061,458,0
64,593,593.000,593.000,48198,48198,592,1
65,616,616.000,616.000,46820,46820,615,1
66,670,670.000,670.000,57009,57009,669,1
67,655,655.000,655.000,42779,42779,654,1
68,668,668.000,668.000,45570,45570,668,0
69,247,247.000,247.000,80463,80463,247,0
70,250,250.000,250.000,70423,70423,250,0
71,204,204.000,204.000,116892,116892,204,0
72,194,194.000,194.000,90451,90451,193,1
73,159,159.000,159.000,175799,175799,159,0
74,262,262.000,262.000,105686,105686,262,0
75,301,301.000,301.000,101328,101328,300,1
76,457,457.000,457.000,95691,95691,457,0
77,606,606.000,606.000,46044,46044,606,0
78,644,644.000,644.000,44670,44670,644,0
79,557,557.000,557.000,68971,68971,557,0
80,235,235.000,235.000,68244,68244,235,0
81,298,298.000,298.000,68490,68490,298,0
82,244,244.000,244.000,99297,99297,244,0
83,263,263.000,263.000,85688,85688,263,0
84,411,411.000,411.000,84307,84307,410,1
85,581,581.000,581.000,47173,47173,581,0
86,586,586.000,586.000,49815,49815,585,1
87,621,621.000,621.000,41858,41858,620,1
88,642,642.000,642.000,39884,39884,642,0
89,655,655.000,655.000,52234,52234,654,1
90,519,519.000,519.000,62830,62830,519,0
91,241,241.000,241.000,78839,78839,241,0
92,258,258.000,258.000,109605,109605,258,0
93,407,407.000,407.000,76786,76786,406,1
94,484,484.000,484.000,69601,69601,484,0
95,526,526.000,526.000,55262,55262,526,0
96,494,494.000,494.000,59476,59476,494,0
97,591,591.000,591.000,57560,57560,591,0
98,656,656.000,656.000,46130,46130,655,1
99,675,675.000,675.000,45297,45297,675,0
100,552,552.000,552.000,72924,72924,552,0
101,556,556.000,556.000,49803,49803,556,0
102,330,330.000,330.000,74847,74847,329,1
103,269,269.000,269.000,66462,66462,269,0
104,397,397.000,397.000,62043,62043,397,0
105,446,446.000,446.000,60359,60359,445,1
106,565,565.000,565.000,48454,48454,564,1
107,555,555.000,555.000,66254,66254,555,0
108,600,600.000,600.000,49061,49061,600,0
109,643,643.000,643.000,37541,37541,643,0
110,464,464.000,464.000,57675,57675,464,0
111,658,658.000,658.000,41942,41942,657,1
112,252,252.000,252.000,659203,659203,252,0
113,694,694.000,694.000,37746,37746,694,0
114,444,444.000,444.000,67718,67718,443,1
115,243,243.000,243.000,73853,73853,242,1
116,288,288.000,288.000,104558,104558,287,1
117,397,397.000,397.000,88106,88106,397,0
118,548,548.000,548.000,50887,50887,548,0
119,540,540.000,540.000,44051,44051,539,1
