Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,519.400,19.215,1.002,7.541,15.188,24.104,41.164,55.158,74.405,95.589,0.052
5,590.200,17.018,0.925,10.315,15.383,20.708,28.986,36.585,54.409,708.882,0.059
10,362.800,27.413,0.957,12.674,21.861,36.589,52.069,61.001,101.127,864.789,0.036
15,597.800,16.666,1.258,10.134,15.160,21.345,29.614,36.059,51.580,87.779,0.060
20,445.800,22.475,0.843,10.423,16.828,30.596,49.375,59.201,84.166,109.089,0.044
25,541.800,18.455,0.816,10.396,16.082,23.040,32.499,39.237,58.845,1024.924,0.054
30,538.800,18.473,1.259,10.520,15.413,21.297,38.587,48.994,68.688,133.154,0.054
35,437.200,22.874,0.907,11.329,18.563,31.176,47.204,56.327,73.432,118.861,0.044
40,608.600,16.397,0.883,10.065,14.877,20.110,26.619,36.682,55.954,90.913,0.061
45,360.000,27.782,1.243,12.895,23.087,39.960,55.170,63.200,95.541,107.642,0.036
50,589.400,16.933,0.744,10.277,15.258,21.066,29.958,37.394,58.295,73.570,0.059
55,451.000,22.200,1.184,11.310,17.364,28.160,45.786,53.610,66.320,1023.005,0.045
60,442.600,22.574,0.989,11.884,17.842,26.948,43.669,55.714,79.977,1023.116,0.044
65,571.200,17.441,1.163,10.806,14.857,19.808,31.224,45.210,67.582,110.927,0.057
70,213.800,47.096,1.301,27.279,45.936,61.054,78.138,102.715,146.874,289.426,0.021
75,513.000,19.419,0.697,10.347,15.964,22.375,37.097,54.965,80.101,103.539,0.051
80,290.200,34.318,0.913,17.654,34.031,46.577,58.847,70.519,91.495,114.248,0.029
85,617.000,16.171,0.814,10.122,15.184,20.561,28.003,33.354,44.799,69.753,0.062
90,381.800,26.165,0.864,12.000,21.001,37.096,52.852,61.380,80.263,156.839,0.038
95,588.400,16.988,0.771,10.268,15.243,20.556,28.889,36.668,52.130,950.336,0.059
100,420.800,23.798,1.343,12.364,18.979,33.203,45.739,53.647,70.307,1017.007,0.042
105,561.800,18.025,1.021,10.643,16.136,22.490,31.571,37.541,54.410,1008.800,0.055
110,502.400,19.627,1.174,10.291,15.271,21.287,29.772,41.051,64.619,661.219,0.051
115,403.200,24.536,1.035,12.013,20.053,32.478,47.666,60.049,87.505,109.199,0.041
