Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,434.600,23.310,2.358,5.671,8.629,16.105,42.030,123.403,219.032,569.594,0.043
5,409.000,24.199,2.101,6.743,11.294,19.390,65.502,115.986,169.237,288.330,0.041
10,401.400,25.008,2.184,6.555,10.957,19.852,69.051,121.703,184.742,277.512,0.040
15,430.400,23.432,2.102,6.145,10.735,19.460,63.830,112.175,164.639,243.868,0.043
20,348.400,28.323,2.053,5.329,8.627,31.083,77.138,114.301,184.608,661.297,0.035
25,153.600,69.630,2.259,15.350,44.442,77.123,106.884,166.768,622.775,702.779,0.014
30,93.200,99.576,4.972,51.477,69.390,106.888,164.557,264.126,638.593,829.499,0.010
35,108.400,92.907,7.339,43.546,60.336,85.965,128.674,185.539,1082.426,1157.873,0.011
40,116.000,86.072,5.846,43.581,63.911,95.216,151.470,206.954,551.124,628.329,0.012
45,133.600,78.527,4.915,35.952,56.948,86.457,144.428,168.232,566.560,661.696,0.013
50,134.400,70.625,3.353,35.231,51.493,76.355,126.464,167.922,432.858,488.362,0.014
55,105.000,95.728,4.552,50.215,68.689,109.619,151.160,262.764,529.821,623.467,0.010
60,123.800,80.508,4.736,42.820,60.838,108.887,142.957,178.379,367.642,513.037,0.012
65,123.200,81.131,4.996,42.944,67.644,100.825,142.844,193.623,357.988,428.942,0.012
70,90.400,111.082,6.787,60.437,104.097,139.805,187.896,256.531,328.019,458.146,0.009
75,98.200,102.250,5.621,54.544,91.990,128.608,180.509,236.490,313.625,407.526,0.010
80,108.600,90.904,4.648,36.686,61.453,119.544,174.474,216.625,488.634,536.152,0.011
85,87.800,116.184,4.001,34.388,52.297,86.032,375.042,565.120,815.210,917.677,0.009
90,116.000,85.915,5.885,42.199,61.015,102.742,144.348,180.336,600.790,745.443,0.012
95,141.400,73.094,4.784,34.621,51.009,78.384,121.285,155.245,585.215,674.064,0.014
100,120.200,78.884,5.521,35.193,51.808,77.650,145.798,213.310,447.656,546.265,0.013
105,134.600,74.319,5.280,34.674,52.094,84.781,134.888,178.218,451.164,562.709,0.013
110,149.400,67.857,5.097,34.449,59.239,84.353,118.080,159.758,375.710,486.927,0.015
115,111.000,87.088,6.991,42.807,59.977,100.110,126.412,185.622,729.009,840.222,0.011
