Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,218.600,10.525,0.727,1.560,3.091,15.373,29.074,35.352,56.846,209.169,0.095
5,280.200,7.441,0.709,1.283,1.638,8.258,24.885,31.620,43.338,126.369,0.134
10,249.200,8.181,0.835,1.233,1.579,12.037,27.559,33.451,45.100,191.936,0.122
15,234.800,7.628,0.811,1.209,1.552,8.878,25.237,31.804,45.589,65.755,0.131
20,266.600,7.612,0.805,1.199,1.499,7.872,25.256,32.055,46.235,194.585,0.131
25,276.800,7.273,0.838,1.180,1.465,7.919,25.061,31.989,40.534,76.002,0.138
30,291.200,6.811,0.737,1.186,1.469,6.408,23.086,30.193,38.005,195.394,0.147
35,210.000,7.832,0.798,1.187,1.483,8.507,27.586,32.013,41.337,168.012,0.128
40,282.600,7.197,0.717,1.182,1.530,7.561,25.103,30.741,38.926,114.572,0.139
45,306.000,6.982,0.812,1.198,1.522,6.694,24.928,31.281,39.562,58.129,0.143
50,261.200,7.329,0.772,1.188,1.444,6.566,25.241,31.620,41.989,173.437,0.136
55,297.000,6.981,0.791,1.194,1.472,6.824,25.148,30.994,39.505,61.687,0.143
60,219.000,9.256,0.812,1.196,1.495,7.515,25.366,31.564,46.120,1029.309,0.108
65,241.400,8.361,0.814,1.205,1.522,10.298,25.592,33.417,49.184,197.570,0.120
70,288.400,7.240,0.742,1.198,1.551,6.739,25.118,31.540,41.890,78.746,0.138
75,242.600,7.760,0.737,1.185,1.506,6.557,25.270,32.098,48.093,215.700,0.129
80,284.000,6.772,0.824,1.189,1.453,5.691,25.062,31.229,41.811,60.820,0.148
85,277.200,6.539,0.807,1.174,1.446,5.826,23.285,30.789,39.000,73.129,0.153
90,305.600,6.807,0.757,1.201,1.526,5.702,23.342,30.046,40.575,176.030,0.147
95,299.200,7.264,0.775,1.194,1.476,8.147,25.054,31.469,40.019,57.717,0.138
100,295.000,6.771,0.773,1.178,1.462,6.298,23.418,30.017,42.223,87.023,0.148
105,226.400,7.095,0.784,1.192,1.467,5.886,25.329,33.338,42.752,186.731,0.141
110,273.200,7.714,0.654,1.194,1.556,7.969,25.830,32.004,39.844,167.588,0.130
115,298.400,7.853,0.819,1.194,1.541,9.947,27.953,32.263,44.195,62.686,0.127
