Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,429,429.000,5482,13667,17900,23427,26512,44219,59349,98505,102420
1,548,548.000,5708,12821,16095,18257,21310,29021,33091,49524,57598
2,625,625.000,3408,11490,13964,15851,18093,24326,29932,42672,54117
3,633,633.000,3448,11303,13839,15862,16728,23977,28871,69932,81126
4,663,663.000,2736,11404,13833,14986,16835,21477,26399,34034,49624
5,668,668.000,2991,11388,13684,14944,17067,21673,25776,33217,59421
6,664,664.000,2930,11627,13901,15064,17048,22053,26823,34076,43794
7,671,671.000,2790,10764,13402,15103,16120,20635,28126,59495,95429
8,642,642.000,3181,11302,13626,15232,16453,20733,26124,78138,93028
9,616,616.000,4259,10690,13355,27279,15918,18840,24380,888498,1025219
10,191,191.000,3572,12087,15057,16752,17867,21918,27652,56179,138888
11,719,719.000,2958,10893,13074,13938,15854,18893,23641,31095,38847
12,671,671.000,4201,10998,13597,14813,16680,21188,26804,39509,48276
13,667,667.000,4875,11223,13455,15046,16349,20128,25572,67361,78718
14,714,714.000,2798,10840,13037,13974,15871,18935,22925,30587,42327
15,703,703.000,1226,10873,13352,14189,15932,20549,24296,32161,41446
16,717,717.000,3289,10820,13111,13925,15707,18841,22731,30835,37115
17,706,706.000,2790,11062,13216,14162,15761,19552,24056,33850,48967
18,644,644.000,2974,11374,13619,15469,16159,19997,25202,82947,97561
19,708,708.000,3796,10986,13418,14111,16227,19195,22104,30177,41469
20,715,715.000,3325,10902,13129,13999,15881,18777,22684,30673,52690
21,701,701.000,3694,11096,13454,14259,16170,19533,22933,30847,42713
22,721,721.000,3675,10684,13070,13851,15864,18343,22511,32632,38912
23,686,686.000,2777,10656,13155,14536,15585,18531,23756,70005,87827
24,726,726.000,2537,10563,13138,13742,15728,18461,21215,30720,45969
25,694,694.000,1788,11053,13379,14381,16023,19423,24423,41112,50622
26,717,717.000,2870,10851,13503,13986,15898,19281,22077,31711,50021
27,664,664.000,2797,11110,13347,15026,15928,20113,25179,79013,88273
28,704,704.000,2659,10873,13084,14184,16257,19889,23556,32853,43358
29,732,732.000,3068,10529,13020,13641,15633,18755,21792,29347,41293
30,718,718.000,2860,10818,13092,13940,15626,18579,22731,33075,49979
31,707,707.000,2770,11242,13394,14074,15853,19590,22259,30146,49421
32,643,643.000,5297,11084,13695,15564,16498,19917,23902,103907,111738
33,688,688.000,2869,11529,14003,14524,16243,19655,22489,32623,45728
34,331,331.000,3960,10979,13819,38815,16633,19792,24558,941907,1029141
35,500,500.000,4079,11149,13468,14215,16092,19008,21615,37295,42458
36,733,733.000,3066,10730,13070,13677,15439,17968,21103,34111,54375
37,716,716.000,3314,10919,13053,13941,15777,18706,21459,31059,43176
38,679,679.000,2758,10802,13390,14669,15895,18881,23937,70068,87577
39,700,700.000,5695,10825,13443,14285,16160,19435,24362,30922,47760
40,700,700.000,4773,11147,13413,14263,16085,19253,23676,31506,50603
41,715,715.000,3175,10719,13174,14018,15763,19519,25181,33883,42563
42,693,693.000,2510,10973,13173,14356,15978,19346,24703,43564,55323
43,686,686.000,3750,10604,13255,14602,15877,18913,24293,68691,83801
44,731,731.000,5005,10610,13019,13664,15331,17915,20875,33015,40546
45,722,722.000,2482,10572,13341,13781,15734,18738,22881,28618,36935
46,679,679.000,3392,11015,13361,19689,15926,18632,23067,35659,1017910
47,196,196.000,4321,12005,15372,33769,18581,23184,36265,828662,846020
48,693,693.000,2667,10556,12877,14476,15628,18797,22479,76970,84455
49,709,709.000,2510,11071,13290,14075,15890,19290,21752,31489,44462
50,734,734.000,3606,10645,13016,13557,15453,17723,20335,30554,39904
51,719,719.000,3712,10906,13274,13917,15892,19015,22323,30552,40248
52,470,470.000,3552,10499,13177,33287,16083,19847,23982,953544,1031359
53,306,306.000,4141,10890,13772,14233,16228,19073,21411,29896,43045
54,651,651.000,2839,11434,13626,15331,16432,20142,25784,78531,83393
55,629,629.000,2803,10389,12362,23028,15417,19840,24862,652225,1010095
56,328,328.000,4934,10779,13520,16736,16253,21579,27064,45154,546885
57,726,726.000,3347,10584,13083,13746,15649,18463,22012,29450,43079
58,733,733.000,2888,10658,12882,13622,15308,18438,22242,29811,39179
59,656,656.000,3825,11179,13450,15227,16330,19735,24009,83460,104531
60,717,717.000,2958,10893,13614,13972,16033,18869,22231,28458,35120
61,723,723.000,3929,10773,13056,13841,15737,19148,22424,31845,49330
62,720,720.000,2520,10727,13368,13809,15866,18524,22179,28421,33596
63,734,734.000,2370,10494,12805,13612,15653,18439,22564,27901,33879
64,682,682.000,2801,10787,13186,14638,15943,19172,22825,71460,82285
65,718,718.000,2383,10742,13397,13938,16145,18807,22427,30490,37653
66,718,718.000,3805,10973,13140,13879,15613,19064,21157,30250,38076
67,705,705.000,4487,11265,13209,14167,16097,19439,21842,29309,46502
68,688,688.000,2630,10657,13107,14581,15674,19001,23168,78532,86882
69,710,710.000,2540,10864,13207,14015,16114,19011,23321,30881,39915
70,711,711.000,4643,10753,13369,14033,16104,19086,22619,30732,55191
71,737,737.000,2579,10708,13203,13547,15395,17930,21102,29403,37775
72,719,719.000,3341,10832,13263,13901,15668,18708,22866,30140,40492
73,665,665.000,4326,10811,13173,15056,15955,19323,26524,69780,77421
74,633,633.000,2687,10998,13147,24185,15782,19004,22513,722652,1018454
75,225,225.000,4592,11904,14137,20642,17103,20964,25245,33781,674199
76,729,729.000,3202,10869,13004,13684,15655,18296,21894,28839,42793
77,725,725.000,3949,10885,13382,13801,15854,18222,21055,28323,32381
78,722,722.000,4197,10912,13219,13817,15603,18775,21870,28031,47938
79,690,690.000,3843,10580,13151,14518,15731,18913,23077,75040,88666
80,730,730.000,3788,10873,13060,13712,15698,18255,20893,28294,34568
81,738,738.000,2587,10497,12974,13491,15712,17857,20375,27847,56407
82,721,721.000,3214,10921,13231,13871,15597,18578,21545,28718,49229
83,700,700.000,3543,10930,13498,14931,15993,18551,23531,86707,92243
84,697,697.000,2367,10679,13079,13688,15393,17904,22153,33261,40471
