Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,168,168.000,10986,24763,31248,79298,54431,145914,483931,624853,637492
1,57,57.000,12752,38648,88863,121742,162342,296545,338961,367416,367416
2,106,106.000,3750,17242,36157,162258,135501,551563,828719,894251,958499
3,34,34.000,4470,19630,46676,81273,127183,201019,215306,265141,265141
4,137,137.000,1563,16101,31793,95762,66003,414444,458069,473748,485144
5,88,88.000,2581,23673,52052,110824,145253,381573,542604,562100,562100
6,106,106.000,805,18325,32307,104445,124332,194450,579700,581471,615419
7,127,127.000,973,16753,34417,66501,80766,119133,347260,374553,374678
8,119,119.000,2597,18652,49595,91865,110974,194104,397755,431826,432009
9,117,117.000,1650,22304,45294,56608,74528,132617,160010,162841,182418
10,138,138.000,2027,21010,56580,73188,77765,112694,355758,367010,367628
11,118,118.000,842,23677,64310,84468,86927,114742,392607,398956,402096
12,119,119.000,1833,24193,54544,102981,105582,148335,577350,580970,583672
13,129,129.000,9909,33644,53285,58718,77896,121350,137328,139337,139374
14,94,94.000,889,34788,54059,112485,112591,517309,575428,578732,578732
15,146,146.000,692,36138,55332,69319,79786,149383,158420,170924,515569
16,81,81.000,2625,28494,47987,115235,111753,559064,572261,581615,581615
17,113,113.000,700,36000,93613,88502,134083,170508,178651,203599,203599
18,75,75.000,10952,38350,67578,140899,104448,638761,645048,646233,646233
19,134,134.000,7557,52331,70925,73321,101109,129939,136230,141115,189702
20,65,65.000,786,53564,94927,152083,185544,452153,454165,511889,511889
21,112,112.000,733,52798,79638,86812,111151,170523,177677,178250,179419
22,146,146.000,585,34127,51906,80473,111901,144933,161698,495857,1022663
23,105,105.000,1233,16878,38737,83446,118831,146151,446345,513811,515549
24,108,108.000,7794,70572,94398,92451,111062,136415,143856,146858,148313
25,81,81.000,7201,34732,60559,118906,79837,533334,535412,559627,559627
26,103,103.000,753,53432,99100,95271,125143,146745,178066,227437,266352
27,106,106.000,685,55641,88865,96632,112981,168976,219317,268715,268883
28,92,92.000,9480,43680,86086,107462,154500,211035,257714,294391,294391
29,114,114.000,771,57592,76891,89971,134458,165302,171091,212837,230450
30,106,106.000,3910,63043,94889,104373,150689,161700,184460,207571,226864
31,95,95.000,984,66026,84609,90043,118517,140757,173970,213401,213401
32,112,112.000,767,56532,82893,90603,128523,153276,174320,185328,185351
33,126,126.000,744,57664,78301,81815,102269,143963,149873,153941,154354
34,132,132.000,2474,40051,60972,72839,91538,156547,188174,209850,209920
35,142,142.000,858,44557,59396,72470,105273,118748,140776,164883,222670
36,117,117.000,686,40540,71132,102304,133197,164913,169727,689328,689573
37,42,42.000,46075,114435,123902,193414,161683,659330,659498,659560,659560
38,95,95.000,596,46593,83023,127826,146005,489458,514131,515817,515817
39,98,98.000,10465,62593,81540,80769,103660,113618,115323,150437,150437
40,74,74.000,960,70639,120971,132980,148326,370514,370963,372485,372485
41,122,122.000,1591,54443,79560,81856,112738,130736,131804,138187,152476
42,104,104.000,16346,44955,69515,95259,96283,166360,353436,353761,356093
43,88,88.000,723,57080,88446,164555,129272,794417,798028,812738,812738
44,59,59.000,22790,51292,110736,99979,138928,169771,170326,171165,171165
45,97,97.000,2222,71539,105101,97338,130006,143419,144572,153805,153805
46,77,77.000,6052,45337,115818,129742,143018,379595,447091,462916,462916
47,178,178.000,681,35583,48099,76445,62444,169279,479397,499410,515947
48,113,113.000,685,36782,51312,58785,78384,103877,105123,122258,148067
49,122,122.000,785,37263,60756,88624,103377,153260,327601,344491,344503
50,183,183.000,747,34416,47081,50599,61296,77897,94353,137539,139575
51,114,114.000,6349,27330,52043,85226,76922,114820,454111,462486,463211
52,140,140.000,556,45100,54465,72749,110898,142771,143604,144761,144987
53,93,93.000,595,44177,62634,136326,78697,709142,752887,754858,754858
54,115,115.000,607,42838,53171,67509,78032,161177,162547,185847,185942
55,119,119.000,13535,52564,69286,78321,95518,142043,177087,177822,178811
56,113,113.000,9432,40741,74169,92939,102111,120540,378093,403676,404674
57,179,179.000,9843,35499,51408,58764,71626,88337,94370,104027,977473
58,108,108.000,832,21818,44878,84929,76431,104852,502971,503907,509088
59,151,151.000,573,43381,60422,65779,78340,126146,136140,138189,162327
