Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,395,395.000,1280,8581,16185,25243,30791,50181,73062,175688,214603,395,0,175688,16185,25243,30791,50181,73062
1,809,809.000,731,2273,7486,12489,18895,26733,35374,70654,119166,809,0,70654,7486,12489,18895,26733,35374
2,503,503.000,999,2618,11597,19300,25207,50465,73796,96369,108152,503,0,96369,11597,19300,25207,50465,73796
3,733,733.000,797,2372,7270,13526,18022,39384,53270,71722,92983,732,1,71722,7270,13526,18022,39384,53270
4,770,770.000,528,1617,6659,13171,16292,36102,51791,83588,111575,770,0,83588,6659,13171,16292,36102,51791
5,965,965.000,673,1741,6162,10436,13814,25038,36283,62377,71803,964,1,62377,6162,10436,13814,25038,36283
6,829,829.000,645,1634,6721,11705,12730,25147,46277,98043,109363,829,0,98043,6721,11705,12730,25147,46277
7,848,848.000,766,1605,6730,11808,17280,28544,41377,56556,77856,847,1,56556,6730,11808,17280,28544,41377
8,932,932.000,701,1399,5576,10669,11895,25179,43806,89166,98985,931,1,89166,5576,10669,11895,25179,43806
9,998,998.000,757,1500,5077,10220,10538,29416,43089,67043,96291,997,1,67043,5077,10220,10538,29416,43089
10,568,568.000,810,1520,6267,17821,17229,62202,84945,112474,124192,567,1,112474,6267,17821,17229,62202,84945
11,1035,1035.000,567,1509,4714,9298,8878,19795,40766,82593,103244,1034,1,82593,4714,9298,8878,19795,40766
12,739,739.000,756,1455,5553,14244,14174,44394,66160,100486,115542,739,0,100486,5553,14244,14174,44394,66160
13,648,648.000,753,1619,5636,15158,17092,47632,65683,89753,130093,647,1,89753,5636,15158,17092,47632,65683
14,743,743.000,629,1543,5413,12930,13433,36681,63011,89568,94114,743,0,89568,5413,12930,13433,36681,63011
15,928,928.000,727,1421,4781,10898,8665,24289,48918,98925,119595,928,0,98925,4781,10898,8665,24289,48918
16,957,957.000,721,1526,5021,10268,10464,29949,42962,63179,76684,956,1,63179,5021,10268,10464,29949,42962
17,909,909.000,630,1508,5446,11357,11492,34374,46461,80324,92793,908,1,80324,5446,11357,11492,34374,46461
18,597,597.000,718,1421,5097,27702,11377,34961,51674,1016807,1030488,596,1,1016807,5097,27702,11377,34961,51674
19,266,266.000,802,1492,4751,12200,14242,40855,53615,65979,70927,265,1,65979,4751,12200,14242,40855,53615
20,564,564.000,723,1580,6465,17506,20122,56127,68468,122593,150728,564,0,122593,6465,17506,20122,56127,68468
21,594,594.000,737,1659,7271,17351,20990,55074,80681,103628,114088,593,1,103628,7271,17351,20990,55074,80681
22,894,894.000,694,1524,5240,11175,11890,33158,48508,80574,97286,893,1,80574,5240,11175,11890,33158,48508
23,779,779.000,727,1465,5391,12685,12814,39190,54886,96233,127910,778,1,96233,5391,12685,12814,39190,54886
24,1009,1009.000,598,1429,4612,9667,11483,25135,36716,67047,90577,1009,0,67047,4612,9667,11483,25135,36716
25,892,892.000,650,1475,4823,11193,9982,35128,54622,79138,96634,891,1,79138,4823,11193,9982,35128,54622
26,752,752.000,672,1485,5239,13405,15247,38793,57099,93922,104301,751,1,93922,5239,13405,15247,38793,57099
27,605,605.000,665,1544,5493,28145,13561,52604,82850,835549,1011757,604,1,835549,5493,28145,13561,52604,82850
28,170,170.000,882,1746,7038,18259,29128,56568,70982,81585,86339,169,1,81585,7038,18259,29128,56568,70982
29,565,565.000,635,1580,5358,17229,18853,59929,79691,92205,97705,565,0,92205,5358,17229,18853,59929,79691
30,964,964.000,524,1381,4369,10363,11209,25211,42194,81594,100517,964,0,81594,4369,10363,11209,25211,42194
31,650,650.000,622,1506,4063,15923,13328,54948,89908,131996,139075,649,1,131996,4063,15923,13328,54948,89908
32,810,810.000,624,1470,4742,12525,10209,26237,77181,107641,144267,809,1,107641,4742,12525,10209,26237,77181
33,732,732.000,622,1523,5409,12922,10164,35172,65686,96982,107675,732,0,96982,5409,12922,10164,35172,65686
34,1064,1064.000,641,1424,4131,9479,10516,26684,43045,61160,80362,1063,1,61160,4131,9479,10516,26684,43045
35,850,850.000,684,1436,5020,11640,13252,37545,53056,74417,93665,849,1,74417,5020,11640,13252,37545,53056
36,454,454.000,830,1566,5699,36250,17939,50396,84641,1023262,1026096,453,1,1023262,5699,36250,17939,50396,84641
37,406,406.000,785,1508,4606,9903,11413,23232,34766,94211,106299,405,1,94211,4606,9903,11413,23232,34766
38,944,944.000,617,1419,4389,10036,9614,30231,43566,72598,96976,943,1,72598,4389,10036,9614,30231,43566
39,848,848.000,663,1543,4768,12048,11153,36496,65561,83050,99563,847,1,83050,4768,12048,11153,36496,65561
40,1017,1017.000,594,1400,4201,9674,8606,23866,49252,76573,101649,1016,1,76573,4201,9674,8606,23866,49252
41,653,653.000,663,1513,5192,15127,16908,49133,70386,109226,118206,652,1,109226,5192,15127,16908,49133,70386
42,854,854.000,653,1720,5984,11716,13892,29860,44318,92004,111080,853,1,92004,5984,11716,13892,29860,44318
43,824,824.000,725,1463,5242,13993,11618,27770,46652,67126,1013683,823,1,67126,5242,13993,11618,27770,46652
44,569,569.000,583,1476,5987,15482,13586,36848,67642,108869,327841,568,1,108869,5987,15482,13586,36848,67642
45,611,611.000,676,1687,5328,16271,15733,52820,83277,125584,147089,610,1,125584,5328,16271,15733,52820,83277
46,628,628.000,684,1405,5136,30448,14317,44877,77513,1093258,1112637,628,0,1093258,5136,30448,14317,44877,77513
47,16,16.000,1486,18171,49180,37942,61134,62098,62479,62479,62479,15,1,62479,49180,37942,61134,62098,62479
48,994,994.000,585,1521,5219,10554,11746,27325,44396,75621,102853,994,0,75621,5219,10554,11746,27325,44396
49,669,669.000,662,1438,6345,14903,18146,42345,64693,116020,127346,669,0,116020,6345,14903,18146,42345,64693
50,910,910.000,663,1371,4638,10341,9615,29328,46346,65898,93741,909,1,65898,4638,10341,9615,29328,46346
51,701,701.000,507,1467,5651,15125,17481,38621,68134,155749,179481,701,0,155749,5651,15125,17481,38621,68134
52,784,784.000,666,1423,6219,12273,13643,36514,52553,82531,106490,783,1,82531,6219,12273,13643,36514,52553
53,681,681.000,553,1627,6825,14417,18645,39290,55688,95389,103412,680,1,95389,6825,14417,18645,39290,55688
54,887,887.000,553,1527,5386,11178,12721,31404,52724,73524,80219,886,1,73524,5386,11178,12721,31404,52724
55,717,717.000,681,1460,5277,14066,16601,39326,59701,106243,126561,716,1,106243,5277,14066,16601,39326,59701
56,707,707.000,633,1510,5299,14579,10705,47812,61277,140186,159592,706,1,140186,5299,14579,10705,47812,61277
57,724,724.000,623,1622,5586,13529,14822,37906,64971,106960,119231,723,1,106960,5586,13529,14822,37906,64971
58,849,849.000,677,1453,4681,11497,12380,35738,53467,77899,89903,849,0,77899,4681,11497,12380,35738,53467
59,669,669.000,651,1669,6196,14928,19107,41036,64353,95934,119038,668,1,95934,6196,14928,19107,41036,64353
60,1023,1023.000,633,1530,4578,10120,8220,25562,49174,81783,113420,1023,0,81783,4578,10120,8220,25562,49174
61,595,595.000,625,1608,6763,16168,19896,47178,67601,114114,156965,594,1,114114,6763,16168,19896,47178,67601
62,1186,1186.000,579,1397,4682,8616,9285,22288,33134,51354,62187,1185,1,51354,4682,8616,9285,22288,33134
63,867,867.000,610,1516,5429,11361,13275,31511,50624,80603,107396,866,1,80603,5429,11361,13275,31511,50624
64,677,677.000,733,1536,5536,14707,18100,52469,66698,92498,95878,676,1,92498,5536,14707,18100,52469,66698
65,596,596.000,591,1489,5835,26190,13167,27616,41409,1027053,1028154,595,1,1027053,5835,26190,13167,27616,41409
66,270,270.000,813,1500,6369,15834,19280,40087,88386,124452,132786,270,0,124452,6369,15834,19280,40087,88386
67,1053,1053.000,632,1410,5343,9579,13124,22443,33696,60636,101115,1052,1,60636,5343,9579,13124,22443,33696
68,742,742.000,650,1536,6506,13357,17852,31938,55559,82487,100185,741,1,82487,6506,13357,17852,31938,55559
69,641,641.000,649,1590,5963,15539,17498,50088,82694,105945,123453,640,1,105945,5963,15539,17498,50088,82694
70,881,881.000,672,1435,5074,11354,8871,28718,50449,103489,148947,880,1,103489,5074,11354,8871,28718,50449
71,961,961.000,661,1540,5072,10683,12016,27049,48122,83430,101398,961,0,83430,5072,10683,12016,27049,48122
72,947,947.000,560,1434,5174,10399,11911,26964,41823,76840,79538,946,1,76840,5174,10399,11911,26964,41823
73,897,897.000,615,1424,5280,10937,9777,25428,48640,96171,123693,896,1,96171,5280,10937,9777,25428,48640
74,1128,1128.000,556,1418,4957,8856,8056,21638,33973,65859,125122,1127,1,65859,4957,8856,8056,21638,33973
75,1244,1244.000,688,1483,5188,8018,8079,21434,28210,48054,72621,1244,0,48054,5188,8018,8079,21434,28210
76,1014,1014.000,591,1492,5713,9853,13681,25980,35921,53543,63947,1013,1,53543,5713,9853,13681,25980,35921
77,993,993.000,731,1491,5754,10170,12923,25499,42251,56968,86552,993,0,56968,5754,10170,12923,25499,42251
78,1012,1012.000,583,1421,5719,11545,12183,27006,38952,53833,1006014,1011,1,53833,5719,11545,12183,27006,38952
79,279,279.000,787,1484,5594,30141,12406,31647,95016,679731,695276,278,1,679731,5594,30141,12406,31647,95016
80,1386,1386.000,588,1503,4965,7127,7876,18542,24229,45782,53202,1386,0,45782,4965,7127,7876,18542,24229
81,1018,1018.000,660,1436,5651,9657,12569,26362,36467,51634,70613,1017,1,51634,5651,9657,12569,26362,36467
82,1042,1042.000,642,1420,5786,9644,8593,28261,41953,59897,71584,1041,1,59897,5786,9644,8593,28261,41953
83,1209,1209.000,631,1379,5036,8264,8584,20261,29020,59814,84287,1208,1,59814,5036,8264,8584,20261,29020
84,987,987.000,546,1414,5827,10069,12639,24994,35402,71217,78070,986,1,71217,5827,10069,12639,24994,35402
85,1036,1036.000,633,1401,5531,9616,10145,24744,40375,63379,74064,1035,1,63379,5531,9616,10145,24744,40375
86,1103,1103.000,604,1449,5318,9328,8961,26144,40000,57347,75336,1102,1,57347,5318,9328,8961,26144,40000
87,1002,1002.000,616,1442,5630,9699,9165,25962,36082,76056,99905,1002,0,76056,5630,9699,9165,25962,36082
88,975,975.000,690,1503,5746,10821,12987,26171,41406,79678,116271,974,1,79678,5746,10821,12987,26171,41406
89,827,827.000,543,1421,6230,11330,14651,28863,43378,76869,91687,827,0,76869,6230,11330,14651,28863,43378
90,1160,1160.000,591,1349,5261,8690,10296,22882,32351,56465,74404,1159,1,56465,5261,8690,10296,22882,32351
91,1105,1105.000,653,1403,5352,9097,9105,24907,31876,55244,77690,1104,1,55244,5352,9097,9105,24907,31876
92,953,953.000,646,1446,5946,10594,14711,27004,36331,70283,87718,952,1,70283,5946,10594,14711,27004,36331
93,1149,1149.000,618,1433,5195,8432,8224,22912,31352,53793,91204,1148,1,53793,5195,8432,8224,22912,31352
94,982,982.000,535,1535,5896,10159,14049,25285,34310,65736,97361,981,1,65736,5896,10159,14049,25285,34310
95,1172,1172.000,712,1410,4762,8695,8237,23817,33416,57610,66207,1171,1,57610,4762,8695,8237,23817,33416
96,994,994.000,571,1509,5697,9849,12560,25117,35796,70108,107361,993,1,70108,5697,9849,12560,25117,35796
97,978,978.000,623,1504,5833,10391,12221,25129,43085,73841,82247,977,1,73841,5833,10391,12221,25129,43085
98,1210,1210.000,580,1408,5036,8241,8091,20913,31646,50962,66802,1210,0,50962,5036,8241,8091,20913,31646
99,875,875.000,554,1584,5608,11316,15743,33085,42120,67183,74089,874,1,67183,5608,11316,15743,33085,42120
100,7018,7018.000,37,136,296,1396,646,3792,6485,20481,49576,7018,0,20481,296,1396,646,3792,6485
101,14701,14701.000,37,103,198,673,418,1666,3675,7716,41770,14701,0,7716,198,673,418,1666,3675
102,14517,14517.000,37,106,211,640,448,1649,3307,6761,27792,14517,0,6761,211,640,448,1649,3307
103,10002,10002.000,39,137,259,654,492,1425,3018,6169,64457,10002,0,6169,259,654,492,1425,3018
104,9999,9999.000,39,139,278,613,489,813,2891,5832,30842,9999,0,5832,278,613,489,813,2891
105,9999,9999.000,37,137,270,605,476,750,2863,5786,28672,9999,0,5786,270,605,476,750,2863
106,9999,9999.000,38,136,260,598,477,763,2772,5934,31882,9999,0,5934,260,598,477,763,2772
107,10003,10003.000,38,139,288,589,492,756,2610,5368,37253,10003,0,5368,288,589,492,756,2610
108,10000,10000.000,36,138,265,602,485,798,2758,5739,40670,10000,0,5739,265,602,485,798,2758
109,10000,10000.000,38,138,266,593,489,776,2818,5937,24798,10000,0,5937,266,593,489,776,2818
110,9999,9999.000,38,139,288,595,493,826,2803,5581,23793,9999,0,5581,288,595,493,826,2803
111,10000,10000.000,39,139,293,620,501,920,2912,5748,25815,10000,0,5748,293,620,501,920,2912
112,10001,10001.000,38,140,289,595,497,779,2690,5480,36154,10001,0,5480,289,595,497,779,2690
113,10004,10004.000,39,140,288,596,498,856,2710,5519,28461,10004,0,5519,288,596,498,856,2710
114,9994,9994.000,39,138,268,641,492,957,2901,6553,39233,9994,0,6553,268,641,492,957,2901
115,10002,10002.000,38,141,291,614,496,859,2841,5405,33223,10002,0,5405,291,614,496,859,2841
116,9997,9997.000,42,140,291,594,497,827,2770,5542,28059,9997,0,5542,291,594,497,827,2770
117,10005,10005.000,38,139,282,592,495,780,2770,5614,25150,10005,0,5614,282,592,495,780,2770
118,10000,10000.000,37,140,291,598,495,813,2702,5582,27740,10000,0,5582,291,598,495,813,2702
119,9907,9907.000,37,137,282,622,493,831,2785,5577,52602,9907,0,5577,282,622,493,831,2785
