Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,292.600,10.989,0.528,1.415,3.880,18.312,25.750,31.474,57.487,188.097,0.091
5,411.400,5.651,0.645,1.178,1.596,7.899,16.197,20.563,28.394,79.331,0.177
10,335.600,4.176,0.749,1.197,1.542,4.898,12.364,15.943,20.714,85.362,0.239
15,327.600,4.671,0.773,1.184,1.507,4.637,12.249,15.019,20.132,1009.289,0.214
20,339.000,4.520,0.726,1.193,1.531,5.494,13.519,16.354,20.250,44.061,0.221
25,265.200,6.295,0.721,1.230,1.558,4.632,13.260,16.009,20.515,1011.757,0.159
30,379.000,3.859,0.726,1.158,1.496,4.469,11.841,14.022,18.138,26.642,0.259
35,317.400,4.191,0.712,1.181,1.547,4.782,12.595,14.702,21.372,36.160,0.239
40,347.800,6.537,0.765,1.199,1.538,5.187,14.284,17.637,27.642,1013.683,0.153
45,259.200,6.419,0.771,1.177,1.603,6.168,17.703,22.095,31.463,1021.649,0.156
50,361.200,5.615,0.709,1.167,1.506,5.867,17.757,21.512,29.443,44.421,0.178
55,335.000,5.711,0.774,1.201,1.666,6.450,17.863,21.039,28.540,76.747,0.175
60,387.800,5.059,0.748,1.180,1.566,5.083,16.300,19.897,27.398,45.050,0.198
65,298.400,6.331,0.778,1.166,1.579,6.609,17.513,21.683,28.852,1026.824,0.158
70,426.000,4.986,0.743,1.139,1.469,5.125,15.718,19.626,27.685,82.341,0.201
75,402.400,7.177,0.731,1.132,1.499,7.017,15.744,19.603,27.223,1006.014,0.139
80,502.800,5.021,0.715,1.135,1.451,6.477,15.157,19.269,25.556,39.400,0.199
85,446.200,5.422,0.752,1.148,1.456,6.937,15.972,20.416,27.864,81.687,0.184
90,476.600,5.235,0.722,1.123,1.454,6.819,15.949,19.212,25.964,36.262,0.191
95,454.200,5.286,0.733,1.121,1.432,6.448,16.498,19.830,27.364,82.247,0.189
100,5068.200,0.582,0.100,0.264,0.370,0.509,0.665,1.272,4.775,64.457,1.717
105,4512.000,0.526,0.103,0.317,0.409,0.521,0.627,0.664,1.237,40.670,1.900
110,4488.400,0.535,0.101,0.324,0.421,0.531,0.632,0.668,1.205,39.233,1.868
115,4505.600,0.540,0.103,0.328,0.421,0.531,0.630,0.666,1.233,52.602,1.852
