Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,274.400,21.772,0.785,7.284,11.309,28.448,54.842,71.722,104.774,169.273,0.046
5,394.000,17.872,0.684,6.729,8.830,23.803,42.690,55.969,93.070,109.363,0.056
10,325.000,24.598,0.698,7.055,10.144,36.653,68.090,84.945,105.321,130.093,0.041
15,317.200,25.319,0.630,6.560,8.546,28.611,49.233,71.651,107.146,1030.488,0.039
20,336.400,23.660,0.623,6.820,10.601,34.175,62.496,76.183,108.465,150.728,0.042
25,259.600,30.588,0.728,6.865,10.488,41.111,70.857,83.191,121.285,836.120,0.033
30,358.000,22.373,0.524,6.253,8.794,29.096,63.429,86.901,107.675,144.267,0.045
35,296.200,27.808,0.617,6.407,8.769,31.469,59.406,75.060,104.005,1026.096,0.036
40,338.400,21.426,0.594,6.494,8.883,26.911,57.711,74.098,108.869,327.841,0.047
45,251.600,31.535,0.585,6.286,9.003,34.324,66.047,93.095,135.541,1112.637,0.032
50,343.800,21.347,0.507,6.264,8.242,31.274,54.854,69.646,96.425,179.481,0.047
55,311.400,24.438,0.651,6.312,8.915,36.182,64.353,89.806,125.644,159.592,0.041
60,379.400,19.876,0.610,6.181,8.057,25.754,55.841,69.092,98.329,156.965,0.050
65,291.000,26.569,0.632,6.454,9.079,25.988,54.800,82.017,121.620,1028.154,0.038
70,421.200,17.339,0.556,5.936,7.526,21.328,47.696,64.934,98.555,148.947,0.058
75,394.000,16.795,0.583,6.047,7.611,21.276,38.681,46.704,72.291,679.731,0.060
80,491.800,13.752,0.588,5.966,7.383,17.109,34.737,46.624,69.309,84.287,0.073
85,431.000,16.363,0.604,6.166,7.626,22.013,41.898,56.991,79.678,116.271,0.061
90,460.200,14.931,0.607,5.979,7.312,21.015,34.935,49.110,73.255,97.361,0.067
95,464.000,15.067,0.571,5.851,7.324,20.532,38.278,50.983,72.938,107.361,0.066
100,4839.800,0.375,0.037,0.077,0.113,0.145,0.177,0.204,7.357,49.576,2.670
105,4303.800,0.210,0.036,0.105,0.135,0.158,0.179,0.187,2.310,37.253,4.757
110,4298.200,0.222,0.038,0.111,0.136,0.161,0.180,0.192,3.700,36.154,4.499
115,4287.000,0.215,0.037,0.113,0.136,0.161,0.180,0.190,3.063,33.223,4.644
