Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,653.600,15.280,0.512,2.166,16.247,22.238,28.139,31.931,46.884,104.742,0.065
5,699.000,14.257,0.484,4.360,15.731,20.667,24.887,27.938,36.340,72.099,0.070
10,695.400,14.389,0.467,6.721,15.891,20.971,24.998,27.445,33.041,47.923,0.069
15,614.600,16.266,0.463,7.740,18.470,23.544,27.473,29.849,34.462,81.236,0.061
20,685.400,14.573,0.477,5.487,16.372,21.425,25.503,27.659,32.434,68.252,0.069
25,702.000,14.225,0.466,6.602,16.089,20.603,24.563,26.936,31.473,48.496,0.070
30,701.400,14.253,0.472,3.933,15.709,20.384,24.615,27.517,33.410,1038.736,0.070
35,639.400,15.607,0.391,4.210,17.715,23.344,27.818,30.327,38.120,56.615,0.064
40,802.000,12.464,0.459,0.836,14.139,19.607,23.853,26.288,31.192,1030.069,0.080
45,687.000,14.554,0.476,4.847,15.399,20.421,24.664,27.369,35.752,1024.094,0.069
50,628.600,15.883,0.482,7.047,17.419,23.219,28.129,30.807,35.946,60.099,0.063
55,664.400,15.036,0.484,7.127,16.680,21.559,25.848,28.441,35.473,61.019,0.067
60,719.000,13.904,0.466,5.474,15.519,20.458,24.371,26.469,30.486,40.568,0.072
65,722.800,13.819,0.455,5.342,15.368,20.263,24.076,26.475,31.209,63.248,0.072
70,608.400,16.563,0.491,8.750,18.067,23.367,27.814,30.267,37.198,1009.996,0.060
75,675.600,14.676,0.469,7.895,16.412,21.125,24.894,27.126,32.263,47.059,0.068
80,720.000,13.872,0.477,5.597,15.672,20.291,24.207,26.500,30.936,39.122,0.072
85,717.400,13.924,0.452,5.359,15.375,20.381,24.209,26.795,32.262,67.288,0.072
90,599.200,16.658,0.478,9.792,18.719,23.570,28.235,30.674,37.103,46.021,0.060
95,701.600,14.263,0.455,5.080,15.948,20.810,24.737,27.093,33.510,62.746,0.070
100,727.600,13.738,0.457,2.855,15.562,20.367,24.295,26.692,31.274,56.193,0.073
105,630.400,15.836,0.480,7.868,17.173,23.313,27.700,30.722,35.990,48.763,0.063
110,641.200,15.588,0.474,6.558,17.263,22.205,25.952,28.795,34.706,971.856,0.064
115,695.400,14.321,0.474,8.349,15.464,19.980,23.616,25.902,29.907,987.758,0.070
