Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,407.800,21.202,0.632,11.108,19.992,28.007,39.825,49.164,73.562,211.144,0.047
5,494.800,17.116,0.532,5.122,18.271,25.144,31.630,35.589,44.085,89.336,0.058
10,314.800,28.538,0.676,7.911,26.336,42.673,58.684,67.426,91.053,158.051,0.035
15,460.000,18.702,0.724,2.132,19.370,26.740,34.116,39.412,49.374,1011.895,0.053
20,466.400,18.349,0.729,8.412,19.300,25.967,31.641,35.172,46.881,1013.456,0.055
25,317.600,28.085,0.741,9.490,26.305,42.219,55.393,66.477,93.181,110.434,0.036
30,465.600,18.428,0.724,7.073,18.954,25.976,33.070,38.168,50.408,940.816,0.054
35,435.600,19.767,0.776,7.911,18.344,24.853,31.139,34.338,46.260,667.197,0.051
40,358.600,24.760,0.728,11.289,23.143,34.807,49.574,56.232,81.082,115.635,0.040
45,470.400,18.135,0.719,7.579,19.022,26.433,32.859,37.872,48.385,72.447,0.055
50,436.400,19.613,0.608,7.728,18.284,24.838,31.510,35.369,43.241,627.621,0.051
55,325.200,26.967,0.730,11.942,24.085,37.985,51.090,60.691,122.300,152.030,0.037
60,466.600,18.217,0.736,6.817,18.961,26.410,32.994,37.248,47.254,407.242,0.055
65,502.000,16.984,0.732,2.849,17.820,24.762,30.797,34.822,44.161,1034.924,0.059
70,250.800,37.400,0.736,8.903,37.206,54.982,73.032,85.389,122.447,820.872,0.027
75,370.400,24.016,0.696,7.281,20.495,29.805,49.456,66.948,121.248,133.777,0.042
80,375.800,23.453,0.754,10.967,22.034,32.626,47.110,52.972,63.584,1025.200,0.043
85,440.000,19.795,0.721,9.083,19.662,27.982,35.716,42.542,64.400,108.568,0.051
90,499.400,17.194,0.733,8.683,18.402,24.849,30.357,33.090,41.783,69.720,0.058
95,352.600,24.989,0.705,8.280,22.421,35.777,51.503,61.039,93.728,124.643,0.040
100,488.000,17.619,0.721,7.096,18.512,25.810,31.718,35.476,45.571,68.656,0.057
105,495.400,17.023,0.603,5.715,17.780,24.513,30.310,33.768,41.643,986.838,0.059
110,375.800,23.562,0.756,11.421,22.506,34.519,46.486,51.961,65.471,76.105,0.042
115,488.400,17.560,0.731,7.479,18.529,25.752,31.702,35.857,44.373,52.669,0.057
