Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,22.200,7.895,3.555,5.286,6.421,7.600,9.896,18.676,42.623,56.125,0.127
5,32.600,7.272,4.063,5.482,6.728,8.313,10.924,12.354,15.451,18.649,0.138
10,17.000,7.068,3.710,5.149,6.189,7.931,10.367,11.034,26.317,26.317,0.141
15,24.400,9.123,3.201,5.560,7.606,9.813,14.438,16.732,45.316,46.350,0.110
20,24.600,7.909,2.969,5.831,7.096,9.408,11.229,12.772,18.143,25.301,0.126
25,16.400,8.346,2.609,5.828,7.176,8.849,14.492,17.400,23.882,23.882,0.120
30,30.000,7.887,3.301,5.366,6.861,8.841,13.166,16.101,22.509,25.378,0.127
35,22.400,7.456,4.079,5.743,7.073,8.250,10.684,12.365,13.986,16.088,0.134
40,18.600,7.476,3.054,5.492,6.582,8.342,11.652,12.482,18.566,18.566,0.134
45,26.000,7.351,3.443,5.819,6.842,8.302,10.548,11.937,14.747,16.929,0.136
50,27.600,7.464,4.019,5.460,6.640,8.748,11.410,12.763,14.617,21.507,0.134
55,22.600,7.298,0.878,5.410,6.753,8.589,11.221,12.510,15.326,17.113,0.137
60,28.400,7.789,3.809,5.876,7.092,9.222,11.914,13.209,15.477,18.927,0.128
65,26.000,7.920,2.165,5.260,7.716,9.823,12.634,13.893,19.326,22.609,0.126
70,13.400,7.078,2.324,5.178,6.693,8.854,10.956,11.532,14.087,14.087,0.141
75,22.200,7.765,3.218,5.922,6.991,8.898,11.610,12.946,15.904,19.303,0.129
80,24.000,9.140,4.128,6.419,7.378,10.905,13.940,18.339,29.237,34.260,0.109
85,26.000,6.902,3.388,5.210,6.170,7.331,11.076,13.015,18.459,18.711,0.145
90,29.200,7.090,3.731,5.316,6.578,7.670,10.849,12.284,14.473,14.620,0.141
95,20.600,6.531,3.550,5.252,6.238,7.392,8.810,9.441,11.237,17.121,0.153
100,29.400,7.209,2.787,5.403,6.654,8.361,9.868,11.893,17.051,20.767,0.139
105,33.000,8.047,3.555,5.837,7.298,9.639,12.060,13.917,21.144,24.509,0.124
110,24.400,6.918,3.489,5.370,6.341,8.002,9.794,11.068,13.245,14.330,0.145
115,26.200,7.338,3.325,5.602,6.512,8.290,10.991,13.626,16.696,18.851,0.136
