Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,23.600,5.418,2.025,3.204,4.336,6.146,8.204,10.235,37.077,39.797,0.185
5,30.200,3.168,1.444,2.213,2.651,3.597,5.011,5.710,9.628,11.752,0.316
10,16.800,2.471,1.252,1.779,2.111,2.799,3.651,4.429,8.876,8.876,0.405
15,24.600,3.384,1.396,1.774,2.289,3.629,5.515,8.198,13.087,40.135,0.296
20,27.000,2.517,1.256,1.659,1.999,2.999,4.067,5.091,7.166,7.278,0.397
25,18.800,2.622,1.385,1.641,1.911,2.616,4.321,7.034,13.731,13.731,0.381
30,28.800,2.244,1.172,1.628,1.945,2.635,3.843,4.118,4.586,4.595,0.446
35,25.800,2.314,1.238,1.644,1.925,2.465,3.524,4.161,7.422,9.838,0.432
40,20.600,2.192,1.015,1.521,1.807,2.317,3.182,4.492,7.600,8.045,0.456
45,26.200,2.512,1.128,1.586,1.848,3.036,4.459,5.725,7.347,10.144,0.398
50,21.200,2.693,1.246,1.704,2.044,3.249,4.686,6.221,7.377,12.653,0.371
55,22.800,2.678,1.202,1.616,1.953,2.748,5.050,7.906,9.505,11.220,0.373
60,25.000,2.490,1.220,1.622,1.972,2.691,4.130,5.248,9.242,10.278,0.402
65,33.200,2.515,1.187,1.643,2.011,2.993,4.182,5.121,8.117,10.062,0.398
70,12.400,2.355,1.203,1.753,1.971,2.589,4.074,4.251,5.517,5.517,0.425
75,24.200,2.485,1.325,1.685,2.086,2.708,3.567,5.404,9.207,9.444,0.402
80,21.000,2.701,1.399,1.717,1.927,2.659,4.627,8.029,9.957,10.487,0.370
85,23.400,2.387,1.268,1.658,2.044,2.611,3.710,5.036,6.109,6.690,0.419
90,32.400,2.462,1.246,1.590,1.965,2.793,4.546,5.496,6.827,8.876,0.406
95,17.600,2.236,1.145,1.597,1.885,2.570,3.291,4.072,7.401,7.401,0.447
100,27.400,2.386,1.154,1.642,2.030,2.599,4.083,4.803,6.432,7.595,0.419
105,28.600,2.286,1.199,1.608,1.873,2.649,3.566,4.381,6.410,6.619,0.438
110,19.600,2.345,1.273,1.568,1.955,2.524,3.857,5.556,9.355,9.355,0.426
115,25.200,2.366,1.336,1.626,1.896,2.667,3.716,5.455,6.839,7.865,0.423
