Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,477.400,20.849,0.632,5.582,18.831,27.966,42.044,52.101,82.370,211.144,0.048
5,589.600,16.961,0.532,3.431,16.873,25.101,33.125,39.515,60.869,94.335,0.059
10,368.600,27.095,0.676,4.081,24.239,42.226,58.684,68.263,93.624,158.051,0.037
15,535.000,18.653,0.724,2.210,17.810,26.648,35.808,43.326,69.571,1011.895,0.054
20,547.800,18.290,0.729,4.555,18.096,26.024,33.221,41.083,62.503,1013.456,0.055
25,373.400,26.712,0.741,4.410,23.882,42.047,55.601,67.910,93.198,110.434,0.037
30,548.800,18.194,0.724,4.069,17.662,25.848,34.494,42.859,63.309,940.816,0.055
35,510.000,19.624,0.776,4.554,17.243,24.932,32.439,38.710,65.558,667.197,0.051
40,421.200,23.683,0.728,5.378,21.487,34.807,50.438,57.175,81.785,119.631,0.042
45,551.000,18.128,0.719,4.543,17.945,26.509,35.019,42.406,59.863,105.463,0.055
50,512.400,19.484,0.608,4.730,17.056,24.881,33.085,39.460,63.299,627.621,0.051
55,392.600,25.472,0.730,5.749,22.330,37.672,52.883,63.597,119.194,152.030,0.039
60,549.200,18.155,0.736,4.361,17.763,26.539,34.878,42.098,61.411,407.242,0.055
65,595.400,16.784,0.732,2.287,16.381,24.585,31.966,38.531,63.347,1034.924,0.060
70,290.000,34.774,0.736,3.432,33.141,53.502,72.482,84.708,122.447,820.872,0.029
75,435.200,22.759,0.696,4.317,18.667,29.221,50.383,66.590,121.068,142.256,0.044
80,443.600,22.496,0.754,5.937,20.655,32.286,48.161,54.688,65.517,1025.200,0.044
85,514.400,19.448,0.721,4.962,18.368,28.098,38.250,47.649,73.196,112.346,0.051
90,590.800,16.899,0.733,4.838,16.950,24.739,31.310,36.979,58.413,95.408,0.059
95,412.400,24.221,0.705,4.878,21.116,36.098,52.928,62.982,94.668,143.212,0.041
100,574.800,17.392,0.721,4.393,17.222,25.807,33.298,40.035,60.868,91.115,0.057
105,588.000,17.011,0.603,3.536,16.605,24.513,32.013,38.885,60.232,986.838,0.059
110,442.000,22.564,0.756,5.901,21.126,34.425,47.055,52.777,68.579,83.811,0.044
115,566.000,17.536,0.731,4.821,17.601,25.887,33.397,40.473,59.106,89.387,0.057
