Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,593.200,16.818,0.949,3.749,12.639,21.904,38.967,52.266,76.026,121.578,0.059
5,607.200,16.565,0.689,9.886,14.800,20.296,28.338,35.868,55.773,875.973,0.060
10,360.600,27.459,0.774,13.553,23.475,36.002,50.672,57.779,95.811,864.724,0.036
15,609.400,16.388,0.746,10.096,14.998,20.495,28.782,35.572,51.854,70.475,0.061
20,457.400,21.889,0.973,10.453,16.336,28.931,47.674,58.573,82.446,96.597,0.046
25,531.800,18.841,0.846,10.485,16.373,23.564,33.441,39.869,68.097,1032.478,0.053
30,552.600,17.961,1.151,10.233,14.909,20.906,34.801,48.655,68.309,94.055,0.056
35,424.600,23.574,0.827,11.690,18.693,33.117,48.243,56.585,74.619,110.505,0.042
40,615.200,16.233,1.192,10.112,14.676,19.713,26.227,36.822,57.841,106.985,0.062
45,366.200,27.373,0.686,12.503,21.771,39.544,55.518,63.408,95.577,135.840,0.037
50,575.400,17.293,1.184,10.367,15.616,21.454,31.419,39.272,55.734,80.520,0.058
55,460.800,21.740,1.152,11.106,17.040,27.117,45.642,53.496,63.176,975.599,0.046
60,420.200,23.747,1.209,12.160,18.466,28.951,45.874,57.466,82.444,1015.225,0.042
65,580.400,17.299,1.154,10.921,14.768,19.750,30.215,42.984,70.061,112.302,0.058
70,205.000,48.501,0.932,31.260,47.149,61.302,79.927,103.388,146.855,181.037,0.021
75,527.200,19.023,0.744,10.086,15.605,21.825,35.609,52.547,79.693,114.374,0.053
80,286.000,35.022,1.409,18.854,34.728,47.145,61.269,74.616,89.252,102.611,0.029
85,624.800,15.876,0.776,9.887,15.024,20.437,26.997,32.428,44.165,65.701,0.063
90,396.800,25.166,0.788,11.696,19.551,36.187,51.220,60.407,80.019,109.772,0.040
95,586.200,17.045,1.241,10.387,15.241,20.762,28.950,36.333,51.088,971.232,0.059
100,428.400,23.340,1.153,11.880,18.747,32.105,45.305,53.549,70.921,1025.545,0.043
105,568.200,17.897,0.889,10.662,15.757,22.012,32.050,38.351,57.340,1021.108,0.056
110,517.200,19.094,1.220,10.093,15.000,20.173,28.068,39.691,62.808,666.222,0.052
115,397.200,24.883,0.831,12.404,20.383,33.153,49.382,60.150,88.422,117.001,0.040
