Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.800,5.845,2.381,3.531,4.546,5.996,10.171,14.856,18.476,33.662,0.171
5,22.800,2.721,1.574,2.373,2.654,2.985,3.291,3.801,4.245,6.677,0.368
10,22.600,2.618,1.767,2.225,2.447,2.848,3.329,3.778,4.514,6.649,0.382
15,25.800,2.431,1.587,2.048,2.317,2.592,2.949,3.123,4.176,11.432,0.411
20,22.400,2.630,1.674,2.059,2.382,2.855,3.269,3.842,7.003,15.470,0.380
25,25.200,2.706,1.268,1.986,2.191,2.543,2.891,3.051,15.342,36.545,0.370
30,27.400,2.556,1.494,1.936,2.180,2.598,2.896,3.643,15.213,15.505,0.391
35,20.200,2.266,1.544,1.946,2.132,2.451,2.946,3.086,4.251,4.421,0.441
40,22.600,2.456,1.422,1.946,2.114,2.508,2.932,3.443,11.768,16.960,0.407
45,22.600,2.437,1.623,1.924,2.107,2.363,2.622,2.880,15.394,18.341,0.410
50,18.800,2.190,1.610,1.927,2.089,2.420,2.651,2.894,3.556,3.556,0.457
55,25.800,2.429,1.532,1.903,2.063,2.396,2.902,3.214,15.400,18.216,0.412
60,21.800,2.177,1.487,1.910,2.092,2.401,2.654,2.844,3.434,3.452,0.459
65,26.200,2.423,1.422,1.905,2.117,2.566,3.003,3.452,9.336,15.318,0.413
70,19.800,2.604,1.534,1.929,2.221,2.463,2.862,3.316,15.523,15.523,0.384
75,20.600,2.480,1.088,1.912,2.065,2.482,2.845,3.473,11.974,13.263,0.403
80,27.800,2.293,1.239,1.933,2.165,2.488,3.030,3.327,3.777,8.093,0.436
85,23.800,2.552,1.438,1.860,2.069,2.312,3.027,3.845,15.527,17.700,0.392
90,27.000,2.598,1.569,1.906,2.116,2.435,2.927,3.552,18.044,23.961,0.385
95,29.600,2.254,1.620,1.970,2.153,2.401,2.858,3.024,4.063,4.418,0.444
100,26.600,2.366,1.425,1.940,2.097,2.396,2.813,3.049,7.170,16.513,0.423
105,17.200,2.235,1.562,1.865,2.145,2.416,2.767,2.832,6.877,6.877,0.447
110,27.200,2.170,1.525,1.898,2.042,2.351,2.620,3.084,3.485,6.263,0.461
115,20.400,2.318,1.461,1.933,2.053,2.400,2.758,3.314,4.775,12.281,0.431
