time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,416,416.000,416.000,187804,187804,415,1
1,575,575.000,575.000,33863,33863,574,1
2,547,547.000,547.000,91254,91254,546,1
3,600,600.000,600.000,18070,18070,599,1
4,600,600.000,600.000,33274,33274,599,1
5,590,590.000,590.000,99882,99882,589,1
6,611,611.000,611.000,25064,25064,610,1
7,563,563.000,563.000,50211,50211,562,1
8,607,607.000,607.000,24863,24863,606,1
9,690,690.000,690.000,58307,58307,689,1
10,658,658.000,658.000,66628,66628,657,1
11,629,629.000,629.000,99738,99738,628,1
12,700,700.000,700.000,17428,17428,699,1
13,789,789.000,789.000,82551,82551,788,1
14,860,860.000,860.000,24589,24589,859,1
15,979,979.000,979.000,17332,17332,978,1
16,940,940.000,940.000,17326,17326,939,1
17,1070,1070.000,1070.000,17302,17302,1069,1
18,986,986.000,986.000,40894,40894,985,1
19,744,744.000,744.000,108141,108141,743,1
20,903,903.000,903.000,25495,25495,902,1
21,1010,1010.000,1010.000,17233,17233,1009,1
22,970,970.000,970.000,17276,17276,969,1
23,991,991.000,991.000,25053,25053,990,1
24,1030,1030.000,1030.000,17752,17752,1029,1
25,1059,1059.000,1059.000,17009,17009,1058,1
26,900,900.000,900.000,108075,108075,899,1
27,1090,1090.000,1090.000,16937,16937,1089,1
28,1030,1030.000,1030.000,17031,17031,1029,1
29,851,851.000,851.000,82881,82881,850,1
30,751,751.000,751.000,57843,57843,750,1
31,850,850.000,850.000,108035,108035,849,1
32,1030,1030.000,1030.000,17072,17072,1029,1
33,867,867.000,867.000,140957,140957,866,1
34,987,987.000,987.000,25399,25399,986,1
35,1097,1097.000,1097.000,16934,16934,1096,1
36,970,970.000,970.000,17084,17084,969,1
37,969,969.000,969.000,82661,82661,968,1
38,1076,1076.000,1076.000,16928,16928,1075,1
39,856,856.000,856.000,141582,141582,856,0
40,1079,1079.000,1079.000,17104,17104,1078,1
41,804,804.000,804.000,34732,34732,803,1
42,930,930.000,930.000,17236,17236,929,1
43,974,974.000,974.000,24931,24931,973,1
44,946,946.000,946.000,50084,50084,945,1
45,1040,1040.000,1040.000,17135,17135,1039,1
46,920,920.000,920.000,107963,107963,919,1
47,1010,1010.000,1010.000,25109,25109,1009,1
48,1050,1050.000,1050.000,17793,17793,1049,1
49,1060,1060.000,1060.000,17628,17628,1059,1
