Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,631.000,14.064,1.311,9.436,12.354,15.969,22.548,28.516,45.000,107.360,0.071
5,664.600,14.472,1.188,9.004,11.672,14.651,17.973,22.016,35.288,1027.525,0.069
10,559.600,16.038,1.178,8.953,11.681,14.618,18.124,22.790,69.313,1027.479,0.062
15,757.200,11.966,1.111,8.752,11.258,14.088,16.793,20.175,28.826,83.183,0.084
20,707.600,13.325,1.045,8.874,11.465,14.402,17.429,21.835,33.049,1014.452,0.075
25,574.000,15.661,1.190,8.799,11.368,14.391,17.504,21.991,39.806,1040.321,0.064
30,629.000,14.692,1.298,8.805,11.226,14.236,17.484,21.962,58.149,1010.768,0.068
35,615.000,16.586,1.184,8.716,11.209,14.137,16.870,21.010,36.343,1021.269,0.060
40,640.600,13.037,1.134,8.791,11.314,14.363,17.575,21.507,31.601,752.660,0.077
45,626.200,14.735,1.168,8.824,11.302,14.180,17.021,20.532,32.638,1019.407,0.068
50,750.200,12.215,1.195,8.860,11.500,14.217,16.775,19.935,31.740,91.259,0.082
55,755.000,11.992,1.246,8.767,11.320,14.178,16.904,20.074,29.787,68.776,0.083
60,663.600,13.722,1.172,8.830,11.281,14.054,16.770,20.556,33.472,658.723,0.073
65,656.400,14.015,1.071,8.838,11.264,14.053,16.761,19.951,29.939,1013.283,0.071
70,742.200,12.304,1.203,8.842,11.205,14.113,17.010,21.242,36.906,89.840,0.081
75,752.000,12.056,1.128,8.797,11.363,14.202,16.825,20.488,29.139,86.593,0.083
80,731.600,12.551,1.181,9.043,11.457,14.318,17.234,20.762,57.304,82.496,0.080
85,662.400,13.840,1.131,8.806,11.410,14.132,16.532,19.890,31.769,632.102,0.072
90,514.200,18.303,1.233,8.909,11.424,14.380,16.999,20.952,59.030,1013.386,0.055
95,746.800,12.195,1.213,8.759,11.303,14.171,17.156,20.635,32.144,83.737,0.082
100,751.800,12.187,1.119,8.765,11.223,14.267,17.238,21.124,32.900,78.341,0.082
105,647.000,14.375,1.282,8.830,11.297,14.176,17.072,20.866,32.171,1011.028,0.070
110,410.600,23.557,1.233,8.950,11.312,14.380,17.637,22.288,697.363,1027.796,0.042
115,742.400,11.872,1.112,8.746,11.195,14.021,16.720,19.374,28.462,69.861,0.084
