time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,470,470.000,470.000,146116,146116,469,1
1,831,831.000,831.000,55900,55900,831,0
2,884,884.000,884.000,59157,59157,883,1
3,963,963.000,963.000,43697,43697,963,0
4,959,959.000,959.000,55458,55458,959,0
5,1024,1024.000,1024.000,46688,46688,1024,0
6,1059,1059.000,1059.000,40802,40802,1058,1
7,995,995.000,995.000,44317,44317,994,1
8,946,946.000,946.000,47927,47927,945,1
9,962,962.000,962.000,71770,71770,962,0
10,1015,1015.000,1015.000,37614,37614,1014,1
11,1063,1063.000,1063.000,38102,38102,1063,0
12,1005,1005.000,1005.000,43506,43506,1004,1
13,1037,1037.000,1037.000,39904,39904,1037,0
14,1017,1017.000,1017.000,48784,48784,1017,0
15,531,531.000,531.000,834848,834848,530,1
16,650,650.000,650.000,37403,37403,650,0
17,971,971.000,971.000,42160,42160,970,1
18,1043,1043.000,1043.000,36887,36887,1043,0
19,1021,1021.000,1021.000,39825,39825,1020,1
20,905,905.000,905.000,74080,74080,904,1
21,278,278.000,278.000,602394,602394,278,0
22,994,994.000,994.000,41962,41962,993,1
23,1067,1067.000,1067.000,36143,36143,1067,0
24,1055,1055.000,1055.000,42001,42001,1054,1
25,1074,1074.000,1074.000,35255,35255,1074,0
26,221,221.000,221.000,829763,829763,221,0
27,953,953.000,953.000,63652,63652,952,1
28,1006,1006.000,1006.000,40288,40288,1005,1
29,964,964.000,964.000,49688,49688,963,1
30,976,976.000,976.000,44651,44651,975,1
31,414,414.000,414.000,486481,486481,413,1
32,1041,1041.000,1041.000,50969,50969,1040,1
33,533,533.000,533.000,909568,909568,533,0
34,720,720.000,720.000,35094,35094,719,1
35,1010,1010.000,1010.000,46892,46892,1009,1
36,1067,1067.000,1067.000,38279,38279,1066,1
37,1081,1081.000,1081.000,35022,35022,1080,1
38,1017,1017.000,1017.000,51635,51635,1016,1
39,1011,1011.000,1011.000,37199,37199,1011,0
40,1038,1038.000,1038.000,35994,35994,1037,1
41,1023,1023.000,1023.000,40699,40699,1023,0
42,1055,1055.000,1055.000,35219,35219,1054,1
43,1042,1042.000,1042.000,33690,33690,1042,0
44,1010,1010.000,1010.000,65152,65152,1010,0
45,1026,1026.000,1026.000,36254,36254,1026,0
46,448,448.000,448.000,67254,67254,447,1
47,1076,1076.000,1076.000,35797,35797,1075,1
