Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,512.000,19.489,1.016,6.324,13.842,21.326,37.621,78.048,119.219,160.777,0.051
5,395.000,25.467,0.587,5.284,15.651,27.056,68.736,91.394,126.244,302.310,0.039
10,430.400,23.140,0.680,4.889,14.098,26.181,66.026,81.450,106.743,134.471,0.043
15,428.200,23.393,0.607,4.286,14.292,25.152,73.512,88.025,110.260,266.035,0.043
20,339.200,29.414,0.600,5.156,15.880,30.497,64.749,79.086,109.734,1100.131,0.034
25,488.000,20.448,0.563,4.217,11.845,23.360,55.488,77.199,112.230,273.339,0.049
30,414.600,24.055,0.576,4.715,14.736,25.717,68.074,83.466,119.781,222.924,0.042
35,453.800,22.123,0.557,4.820,14.490,25.492,59.724,79.510,103.025,124.286,0.045
40,407.200,24.473,0.563,4.825,15.130,26.793,67.658,86.901,121.987,200.885,0.041
45,486.600,20.455,0.530,3.963,13.927,25.037,54.945,74.605,106.732,173.534,0.049
50,387.200,25.808,0.603,5.310,16.384,29.020,68.336,87.657,119.388,243.569,0.039
55,535.400,18.766,0.511,3.388,11.832,24.686,52.169,67.034,91.829,167.050,0.053
60,409.000,25.066,0.577,5.560,16.720,32.206,61.290,77.180,115.600,229.072,0.040
65,332.600,29.238,0.627,5.011,16.814,32.094,67.731,86.952,303.957,508.676,0.034
70,420.000,23.796,0.598,4.791,15.441,26.883,65.079,81.310,109.920,210.476,0.042
75,480.600,20.813,0.623,3.791,13.965,25.234,55.183,74.878,109.331,230.758,0.048
80,445.800,22.322,0.544,4.696,14.645,25.511,61.306,77.663,101.735,244.941,0.045
85,370.200,26.939,0.529,5.279,16.761,34.307,66.716,84.808,123.914,249.250,0.037
90,460.200,21.830,0.591,3.453,9.630,23.966,47.715,64.492,101.800,1036.127,0.046
95,460.000,21.703,0.608,4.321,14.122,25.374,59.472,72.008,96.511,267.899,0.046
100,436.800,22.814,0.696,4.664,15.416,25.914,60.482,76.917,108.416,152.310,0.044
105,474.600,21.014,0.663,3.996,12.926,25.304,55.785,72.227,100.292,207.062,0.048
110,429.000,23.386,0.578,4.940,15.670,28.538,61.051,72.340,111.127,244.171,0.043
115,478.600,20.664,0.597,4.004,13.713,25.348,58.217,73.707,98.477,136.075,0.048
