Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,134,134.000,10422,33359,52120,75235,105733,144353,221861,240285,241353
1,176,176.000,9221,28545,34879,58800,70269,152343,177746,231763,265467
2,135,135.000,18050,28608,37196,75706,136058,195234,203768,221402,240723
3,110,110.000,7115,29123,67039,112634,143470,249919,435841,577915,578068
4,103,103.000,18411,35925,76663,69815,89918,110484,162118,162438,167421
5,181,181.000,5026,27821,38198,58210,85093,128535,150489,177388,178445
6,161,161.000,6461,27368,36767,59747,94674,127065,154746,172270,175917
7,164,164.000,7290,26704,34837,58793,62203,152355,169044,186126,186150
8,190,190.000,8899,26811,36236,59396,68364,154665,160778,213088,214417
9,153,153.000,5703,28099,45383,57558,68217,110577,162152,186090,205476
10,143,143.000,17394,27229,53901,69867,118247,151593,151663,159528,169348
11,206,206.000,4044,26346,28713,50858,69659,93097,117265,176462,204945
12,163,163.000,5200,26384,34487,63600,96267,144266,192918,201018,318649
13,167,167.000,6938,26287,34853,53773,84452,125497,167435,177034,184487
14,221,221.000,5007,26025,26687,45531,43628,126051,145243,176127,176150
15,186,186.000,8094,26100,35543,56813,84610,111517,159700,211210,211248
16,181,181.000,13910,26008,30450,54651,76959,142718,143254,160179,160236
17,194,194.000,6807,26236,29282,48687,58699,118226,127261,139351,144380
18,188,188.000,5467,26100,27899,57863,100362,142810,169526,185005,203931
19,113,113.000,14682,42523,84911,85179,118139,150769,151064,176428,236261
20,124,124.000,7581,43667,68132,76656,109214,134867,143026,143148,202015
21,141,141.000,5807,43185,59405,72823,84709,151684,184710,185276,227365
22,154,154.000,25724,42604,59715,64250,84631,109742,109795,126701,126890
23,135,135.000,10271,51038,60246,106365,93035,159474,551162,552129,554453
24,92,92.000,12082,39041,51064,61097,76308,117882,117988,136801,136801
25,155,155.000,5924,36861,54398,90630,85388,133435,545483,573656,573799
26,90,90.000,5821,45493,70791,71776,89406,106846,116113,206039,206039
27,60,60.000,26415,44132,89291,167438,186527,570786,622843,701308,701308
28,162,162.000,8333,37410,52308,57998,70918,94817,113527,156598,157205
29,73,73.000,18100,37223,52935,137316,80275,622955,625357,722930,722930
30,121,121.000,4086,52371,71086,82846,102526,145130,166469,222635,222664
31,91,91.000,18859,53254,85570,112940,132597,295171,312719,437182,437182
32,122,122.000,9639,51458,68831,78638,94799,135111,147949,228612,298307
33,79,79.000,7760,52096,77540,159234,118708,635767,734942,829374,829374
34,96,96.000,5095,52401,69071,78556,100363,135827,170097,194736,194736
35,130,130.000,18031,44823,62351,90546,79717,161108,203200,337749,1285498
