Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,560.600,17.818,0.685,7.278,17.557,23.350,27.194,34.681,52.241,190.156,0.056
5,589.200,16.953,0.819,15.403,17.277,21.602,25.761,28.814,38.501,61.183,0.059
10,619.200,16.121,0.739,5.668,17.165,21.811,25.363,26.085,35.859,72.305,0.062
15,628.400,15.887,0.731,16.009,16.984,19.422,23.083,25.442,33.086,59.890,0.063
20,571.200,17.526,0.713,16.634,16.975,20.267,25.248,25.741,34.302,68.951,0.057
25,631.200,15.790,0.723,5.314,17.041,21.126,22.629,25.315,35.702,160.429,0.063
30,612.800,16.284,0.733,16.492,16.906,20.083,22.077,24.992,33.860,84.464,0.061
35,560.400,17.848,0.738,16.657,16.793,16.955,17.334,25.051,33.925,150.170,0.056
40,556.400,17.935,0.729,16.659,16.792,16.958,24.220,25.210,33.834,109.015,0.056
45,545.200,18.330,0.702,16.659,16.779,16.950,24.945,25.321,33.791,108.690,0.055
50,548.600,18.195,0.723,16.654,16.776,16.956,25.020,25.280,33.495,125.396,0.055
55,557.400,17.931,0.770,16.629,16.791,17.036,24.951,25.343,50.554,83.663,0.056
60,557.000,17.930,0.666,16.616,16.740,16.884,17.127,17.352,58.496,183.498,0.056
65,564.000,17.926,0.755,16.614,16.749,16.928,17.323,24.726,49.683,150.695,0.056
70,564.800,17.483,0.784,16.639,16.764,16.938,17.369,24.816,25.481,49.810,0.057
75,537.400,18.579,0.700,16.634,16.749,16.903,17.600,25.123,74.694,108.721,0.054
80,540.800,18.461,0.830,16.629,16.731,16.869,17.272,25.186,58.121,183.260,0.054
85,619.200,16.149,0.726,16.528,16.756,17.071,21.997,25.071,28.237,42.106,0.062
90,577.800,17.272,0.710,16.560,16.755,17.023,21.032,25.112,32.647,158.621,0.058
95,586.200,17.024,0.719,16.531,16.753,17.046,20.718,24.979,26.312,117.711,0.059
100,551.200,18.124,0.726,16.569,16.774,17.147,24.751,25.255,58.798,150.173,0.055
105,557.800,17.917,0.680,16.616,16.733,16.880,17.293,25.110,42.865,83.600,0.056
110,570.600,17.507,0.703,16.618,16.716,16.832,17.016,17.163,33.326,158.614,0.057
115,567.400,17.528,0.737,16.619,16.724,16.835,17.038,17.392,49.562,100.290,0.057
